Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,KMD
4392,621.045133,0.5333,678194.34,620.3518,621,-352
4393,635.060796,0.4523,560189.39,634.3518,635,-352
4394,649.07642,0.6679,642806.68,648.3518,649,-352
4395,677.107711,0.4681,574045.57,676.3518,677,-352
4396,691.123432,0.3148,623156.73,690.3518,691,-352
4397,633.087387,0.667,643650.8,632.3806,633,-381
4398,253.08888,0.4791,1558363.28,252.8063,253,194
4399,267.104541,0.5616,1488372.99,266.8063,267,194
4400,281.120183,0.6646,1383986.98,280.8063,281,194
4401,498.992123,0.4426,990903.24,498.435,499,-435
4402,527.023276,0.664,1226272.5,526.4349,527,-435
4403,785.029706,0.582,574750.12,784.1533,785,-153
4404,799.045322,0.6638,498364.27,798.1532,799,-153
4405,827.076719,0.3824,481557.07,826.1533,827,-153
4406,347.112239,0.6636,1341249.24,346.7247,347,275
4407,473.144613,0.6118,330409.11,472.6164,473,384
4408,487.160138,0.5355,282832.95,486.6162,487,384
4409,501.17572,0.6633,280288.94,500.6162,501,384
4410,565.018907,0.3128,678407.2,564.3881,565,-388
4411,579.034575,0.6054,727328.05,578.3881,579,-388
4412,593.050224,0.6571,726789.22,592.3881,593,-388
4413,607.065893,0.6629,642532.38,606.3881,607,-388
4414,635.097143,0.3472,700962,634.3881,635,-388
4415,649.112908,0.2905,627667.46,648.3882,649,-388
4416,729.108584,0.6628,556955.04,728.2946,729,-295
4417,697.181594,0.6625,623044.91,696.4032,697,-403
4418,763.129313,0.6624,551132.87,762.2773,763,-277
4419,344.94529,0.5303,1212477.29,344.5602,345,440
4420,358.960957,0.6621,1109837.31,358.5602,359,440
4421,491.09308,0.5616,839934.7,490.5448,491,455
4422,505.10872,0.6616,833341.02,504.5448,505,455
4423,305.09165,0.4725,1294450.84,304.751,305,249
4424,319.107298,0.6251,1185241.64,318.751,319,249
4425,333.122942,0.6612,1084728.6,332.751,333,249
4426,701.176471,0.6606,611589.47,700.3936,701,-394
4427,273.075984,0.6605,1459119.13,272.7711,273,229
4428,193.060376,0.66,2137440.65,192.8448,193,155
4429,251.094362,0.6591,1562587.56,250.814,251,186
4430,663.05572,0.4446,626377.73,662.3155,663,-315
4431,677.071381,0.5398,628933.67,676.3155,677,-315
4432,691.086999,0.6585,605204.6,690.3154,691,-315
4433,719.118357,0.4905,587401.61,718.3155,719,-315
4434,733.133912,0.3913,604089.68,732.3154,733,-315
4435,747.149618,0.3,518844.49,746.3155,747,-315
4436,685.181533,0.6583,591162.76,684.4166,685,-417
4437,735.014002,0.2813,600226.04,734.1934,735,-193
4438,749.029691,0.6581,524300.81,748.1934,749,-193
4439,777.061049,0.301,487284.79,776.1935,777,-193
4440,765.039871,0.6574,569971.16,764.1857,765,-186
4441,747.119111,0.6552,542660.98,746.285,747,-285
4442,683.187049,0.6543,654780.75,682.4243,683,-424
4443,741.108608,0.6538,554643.07,740.2812,741,-281
4444,715.155877,0.344,540881.7,714.3574,715,-357
4445,729.171334,0.4654,501878.23,728.3572,729,-357
4446,743.187031,0.6531,574265.13,742.3573,743,-357
4447,771.218353,0.4288,531414.27,770.3573,771,-357
4448,785.234014,0.3605,531520.8,784.3573,785,-357
4449,799.249747,0.3285,496774.04,798.3574,799,-357
4450,707.150608,0.3826,563910.13,706.3611,707,-361
4451,721.166379,0.4816,551302.11,720.3612,721,-361
4452,735.182031,0.6074,596564.31,734.3612,735,-361
4453,749.197614,0.6509,521434.06,748.3612,749,-361
4454,777.228899,0.3512,507570.29,776.3612,777,-361
4455,847.066535,0.6499,505266.81,846.1208,847,-121
4456,485.144504,0.3962,280720.78,484.6029,485,397
4457,499.160064,0.6497,1207830.25,498.6028,499,397
4458,543.018078,0.6492,1097107.35,542.4118,543,-412
4459,571.049215,0.3535,1020346.62,570.4117,571,-412
4460,757.271484,0.648,549211.57,756.426,757,-426
4461,667.171026,0.648,671356.84,666.4262,667,-426
4462,295.081332,0.648,1384774.93,294.7519,295,248
4463,321.133176,0.6479,1353428.72,320.7746,321,225
4464,295.034729,0.6476,1290715.56,294.7053,295,295
4465,317.120182,0.6476,1217922.43,316.7661,317,234
4466,583.119349,0.6476,709019.98,582.4683,583,-468
4467,382.943684,0.4765,1017215.32,382.5161,383,484
4468,396.959322,0.642,905970.27,396.5161,397,484
4469,410.974974,0.6474,1015937.42,410.5161,411,484
4470,521.151217,0.356,734540.45,520.5694,521,431
4471,535.166878,0.5277,767926.51,534.5694,535,431
4472,549.182554,0.5386,786335.2,548.5694,549,431
4473,563.198179,0.6465,764731.79,562.5694,563,431
4474,591.229528,0.3113,620565.72,590.5694,591,431
4475,249.112512,0.646,1463696.03,248.8344,249,166
4476,361.144516,0.6456,915207.67,360.7413,361,259
4477,247.09828,0.6453,1467514.5,246.8224,247,178
4478,681.197857,0.328,565140.65,680.4373,681,-437
4479,695.213509,0.4593,585705.62,694.4373,695,-437
4480,709.229118,0.5884,565000.6,708.4373,709,-437
4481,723.244819,0.6272,568775.19,722.4374,723,-437
4482,737.260474,0.6445,534229.36,736.4374,737,-437
4483,765.2917,0.5476,507040.19,764.4373,765,-437
4484,779.307519,0.3502,560536.06,778.4375,779,-437
4485,793.323081,0.2973,476191.48,792.4374,793,-437
4486,361.120309,0.6436,1086740.09,360.7171,361,283
4487,389.151648,0.6083,1045538.09,388.7172,389,283
4488,403.167295,0.5458,1049668.27,402.7172,403,283
4489,417.18295,0.4402,1040905.92,416.7172,417,283
4490,539.087176,0.3939,696851.12,538.4853,539,-485
4491,553.102816,0.5834,705429.96,552.4853,553,-485
4492,567.118527,0.6434,729654.63,566.4854,567,-485
4493,595.149825,0.5269,742223.62,594.4854,595,-485
4494,609.165478,0.5013,704567.8,608.4854,609,-485
4495,623.181142,0.282,662624.56,622.4854,623,-485
4496,711.061735,0.3322,607803.46,710.2679,711,-268
4497,725.077329,0.4714,624755.68,724.2678,725,-268
4498,739.092951,0.5703,561605.68,738.2678,739,-268
4499,753.108599,0.6434,541138.4,752.2678,753,-268
4500,781.139944,0.4369,459515.32,780.2678,781,-268
4501,795.15552,0.3718,495640.22,794.2678,795,-268
4502,444.992653,0.6429,949130.29,444.4958,445,-496
4503,399.125695,0.5356,1030571.83,398.6801,399,320
4504,413.14134,0.6338,1002169.27,412.6801,413,320
4505,427.156977,0.6426,932504.61,426.6801,427,320
4506,461.082521,0.6291,890174.34,460.5677,461,432
4507,475.098178,0.6422,888871.97,474.5678,475,432
4508,719.150706,0.3366,630045.59,718.3478,719,-348
4509,733.166319,0.4291,559068.42,732.3478,733,-348
4510,747.182,0.5368,581271.28,746.3478,747,-348
4511,761.197578,0.6421,519532.13,760.3477,761,-348
4512,789.228912,0.3116,562093.48,788.3478,789,-348
4513,803.244557,0.3492,504993.84,802.3478,803,-348
4514,843.798814,0.6416,374898.48,842.8568,843,143
4515,681.13497,0.305,677074.54,680.3745,681,-375
4516,695.150697,0.4011,680412.41,694.3746,695,-375
4517,709.166364,0.5677,580482.52,708.3746,709,-375
4518,723.181998,0.6414,552473.04,722.3746,723,-375
4519,751.213304,0.5238,570691.28,750.3746,751,-375
4520,765.228848,0.361,522663.5,764.3745,765,-375
4521,477.175866,0.6403,317443.21,476.6431,477,357
4522,301.109177,0.6402,1362201.79,300.773,301,227
4523,541.038844,0.6401,959339.1,540.4348,541,-435
4524,468.981774,0.6393,332139.81,468.4582,469,-458
4525,743.087896,0.4845,598775.15,742.2583,743,-258
4526,757.103481,0.6392,543416.32,756.2582,757,-258
4527,785.13487,0.3818,439467.91,784.2583,785,-258
4528,799.15054,0.3404,531438.39,798.2583,799,-258
4529,323.028462,0.637,1375171.73,322.6678,323,332
4530,307.107297,0.6357,1310383.49,306.7644,307,236
4531,335.141051,0.6345,1117310.89,334.7669,335,233
4532,669.135093,0.4004,628512.15,668.388,669,-388
4533,683.150657,0.5715,608243.89,682.388,683,-388
4534,697.166305,0.6332,581874.36,696.388,697,-388
4535,725.197676,0.6083,597029.45,724.388,725,-388
4536,739.213343,0.4096,576895.04,738.388,739,-388
4537,753.228984,0.3573,612904.76,752.388,753,-388
4538,675.193245,0.2868,600559.53,674.4394,675,-439
4539,689.208813,0.3257,609552.01,688.4393,689,-439
4540,703.22448,0.5094,626129.16,702.4394,703,-439
4541,717.240172,0.5796,540789.75,716.4394,717,-439
4542,731.255763,0.6323,582642.56,730.4394,731,-439
4543,759.28693,0.5879,526543.96,758.4392,759,-439
4544,773.302784,0.3404,615928.5,772.4394,773,-439
4545,813.061053,0.6311,499284.52,812.1533,813,-153
4546,763.092977,0.3141,545240.94,762.241,763,-241
4547,777.108727,0.4342,530825.88,776.2411,777,-241
4548,791.124263,0.5547,535190.19,790.241,791,-241
4549,805.139917,0.6307,525516.27,804.241,805,-241
4550,833.171307,0.2936,441765.94,832.2411,833,-241
4551,817.307842,0.6302,520723.59,816.3954,817,-395
4552,671.129503,0.3573,650445,670.3802,671,-380
4553,685.145163,0.4929,593517.33,684.3802,685,-380
4554,699.160866,0.5333,628081.02,698.3803,699,-380
4555,713.176474,0.6293,578612.92,712.3802,713,-380
4556,741.207749,0.4918,469579.12,740.3802,741,-380
4557,755.223416,0.4866,536603.66,754.3802,755,-380
4558,769.239088,0.3153,573365.88,768.3803,769,-380
4559,497.076623,0.4225,795097.76,496.5217,497,478
4560,511.092311,0.6284,844611.76,510.5217,511,478
4561,539.123608,0.5204,823156.65,538.5217,539,478
4562,553.139261,0.4661,823734.12,552.5217,553,478
4563,567.154962,0.3701,642228.08,566.5218,567,478
4564,213.113239,0.6271,1866830.7,212.8753,213,125
4565,680.982366,0.4371,592299.65,680.2221,681,-222
4566,694.998001,0.6175,610120.93,694.2221,695,-222
4567,709.013606,0.6262,592363.62,708.222,709,-222
4568,737.045006,0.4587,600707.01,736.2221,737,-222
4569,751.060609,0.3431,545796.53,750.2221,751,-222
4570,521.147275,0.4705,777354.68,520.5654,521,435
4571,535.162893,0.6253,748288.79,534.5654,535,435
4572,563.194168,0.5203,737982.64,562.5654,563,435
4573,577.209787,0.3367,622407.29,576.5654,577,435
4574,499.178177,0.6245,823612.34,498.6209,499,379
4575,515.136629,0.3784,816473.21,514.5615,515,438
4576,529.152308,0.5172,796092.58,528.5615,529,438
4577,543.167966,0.6245,733561.67,542.5615,543,438
4578,571.199257,0.5037,776787.05,570.5615,571,438
4579,585.214873,0.3302,664596.99,584.5615,585,438
4580,737.098519,0.4796,394900.37,736.2756,737,-276
4581,751.114142,0.6241,542539.31,750.2756,751,-276
4582,427.120589,0.4278,915874.27,426.6437,427,356
4583,441.136246,0.5457,926368.45,440.6437,441,356
4584,455.151886,0.6241,926131.58,454.6437,455,356
4585,483.183203,0.3834,885472.83,482.6438,483,356
4586,273.07872,0.6234,1389596.55,272.7738,273,226
4587,463.175568,0.6222,331793.55,462.6585,463,342
4588,333.0967,0.6204,1356443.64,332.7248,333,275
4589,663.193184,0.2785,645262.6,662.4528,663,-453
4590,677.208795,0.4354,631417.08,676.4527,677,-453
4591,691.224445,0.564,604348.43,690.4527,691,-453
4592,705.240129,0.6197,614704.27,704.4528,705,-453
4593,733.27145,0.5626,582829.31,732.4528,733,-453
4594,747.287137,0.438,580751.18,746.4528,747,-453
4595,761.302734,0.3181,587873.05,760.4528,761,-453
4596,257.076381,0.5882,1526313.6,256.7894,257,211
4597,271.092027,0.6189,1371921.55,270.7894,271,211
4598,315.08628,0.6188,1324454.77,314.7345,315,265
4599,497.144424,0.3464,1023851.09,496.5894,497,411
4600,511.160047,0.4543,266481,510.5894,511,411
4601,525.175578,0.4484,245928.65,524.5892,525,411
4602,539.191153,0.6172,1052756.02,538.5892,539,411
4603,229.003056,0.617,1734671.31,228.7474,229,253
4604,663.092111,0.616,661627.12,662.3518,663,-352
4605,581.134181,0.6153,724406.85,580.4854,581,-485
4606,209.066165,0.615,1946515.75,208.8328,209,167
4607,305.138382,0.6148,1511901.75,304.7977,305,202
4608,639.193175,0.3013,674257.87,638.4795,639,-480
4609,653.208833,0.4675,684091.72,652.4796,653,-480
4610,667.224485,0.6148,637576.2,666.4796,667,-480
4611,695.255763,0.5038,619609.41,694.4795,695,-480
4612,709.271422,0.4096,554180.11,708.4796,709,-480
4613,723.287222,0.2911,506301.51,722.4797,723,-480
4614,759.134406,0.6141,541404.03,758.2869,759,-287
4615,671.187011,0.6137,627020.39,670.4377,671,-438
4616,787.129331,0.6136,468217.93,786.2505,787,-251
4617,308.898167,0.6136,1170478.32,308.5533,309,447
4618,419.140483,0.6129,805735.26,418.6725,419,327
4619,651.193146,0.3775,634991.3,650.4661,651,-466
4620,665.208771,0.4668,620816.57,664.4661,665,-466
4621,679.224462,0.5694,612078.92,678.4661,679,-466
4622,693.240145,0.6128,597337.61,692.4662,693,-466
4623,721.27139,0.4948,599861.46,720.4661,721,-466
4624,735.28706,0.3359,559969.51,734.4661,735,-466
4625,657.13504,0.4929,676553.76,656.4014,657,-401
4626,671.150639,0.5915,654554.55,670.4013,671,-401
4627,685.166367,0.6126,639146.97,684.4014,685,-401
4628,713.197614,0.5189,629341.35,712.4014,713,-401
4629,727.213263,0.4391,586771.06,726.4014,727,-401
4630,765.123837,0.6121,533915.66,764.2696,765,-270
4631,357.115099,0.5091,1033945.82,356.7164,357,284
4632,371.130747,0.6107,1023339.14,370.7164,371,284
4633,749.008616,0.5116,522355.99,748.1724,749,-172
4634,763.024243,0.5844,559747.94,762.1724,763,-172
4635,777.039882,0.6084,549335.44,776.1724,777,-172
4636,805.071152,0.5525,527565.16,804.1723,805,-172
4637,357.132902,0.6084,1257047.98,356.7342,357,266
4638,183.102694,0.6082,2136480.71,182.8983,183,102
4639,357.125402,0.4716,1033716.83,356.7267,357,273
4640,371.141063,0.6075,960802.87,370.7267,371,273
4641,399.172375,0.4565,978709.18,398.7267,399,273
4642,515.161766,0.6075,754813.26,514.5866,515,413
4643,399.136022,0.3955,984248.67,398.6904,399,310
4644,413.15165,0.5789,975824.56,412.6904,413,310
4645,427.167294,0.6073,962483.56,426.6904,427,310
4646,295.117714,0.6072,1406316.71,294.7882,295,212
4647,816.950907,0.4441,487237.09,816.0388,817,-39
4648,830.966529,0.5858,525437.94,830.0388,831,-39
4649,844.982114,0.6064,501099.94,844.0387,845,-39
4650,725.208743,0.2774,628271.22,724.3991,725,-399
4651,739.224377,0.3644,552196.39,738.3991,739,-399
4652,753.24011,0.5383,560164.02,752.3992,753,-399
4653,767.255797,0.6047,565280.5,766.3992,767,-399
4654,781.271364,0.5599,550626.32,780.3991,781,-399
4655,795.287105,0.6061,534921.87,794.3992,795,-399
4656,823.318429,0.3368,493529.12,822.3992,823,-399
4657,557.183623,0.6059,728112.76,556.5616,557,438
4658,235.060555,0.6058,1621652.78,234.7981,235,202
4659,489.175787,0.568,278519.24,488.6296,489,370
4660,503.191334,0.6053,1227595.52,502.6295,503,370
4661,733.202684,0.6038,563079.1,732.3841,733,-384
4662,324.98812,0.6038,1083956.45,324.6253,325,375
4663,248.960384,0.6031,1522716.43,248.6824,249,318
4664,263.093289,0.6025,1592161.69,262.7996,263,200
4665,751.224486,0.2878,528946.51,750.3858,751,-386
4666,765.24014,0.4158,514738.94,764.3858,765,-386
4667,779.255667,0.4905,490919.51,778.3857,779,-386
4668,793.271385,0.5846,519668.01,792.3857,793,-386
4669,807.287106,0.6023,515994.63,806.3858,807,-386
4670,835.318365,0.3599,554267.87,834.3858,835,-386
4671,749.128944,0.602,575746.94,748.2926,749,-293
4672,718.998,0.3575,567770.48,718.1953,719,-195
4673,733.013618,0.4802,521501.39,732.1952,733,-195
4674,747.029336,0.5663,536243.68,746.1953,747,-195
4675,761.044957,0.6014,548390.96,760.1953,761,-195
4676,789.076253,0.2844,534925.05,788.1953,789,-195
4677,675.124516,0.2854,519182.21,674.3708,675,-371
4678,689.140105,0.3761,572239.31,688.3707,689,-371
4679,703.155795,0.4613,564780,702.3708,703,-371
4680,717.171419,0.5539,596873.36,716.3707,717,-371
4681,731.187002,0.591,579810.07,730.3707,731,-371
4682,745.202666,0.6012,562715.75,744.3707,745,-371
4683,773.233995,0.3316,569554.41,772.3707,773,-371
4684,495.131579,0.3535,844635.55,494.5788,495,421
4685,509.147231,0.5732,761560.88,508.5788,509,421
4686,523.162884,0.5785,825281.69,522.5788,523,421
4687,537.178516,0.5999,660837.84,536.5788,537,421
4688,483.131579,0.3722,795619.21,482.5922,483,408
4689,497.147242,0.5083,846940.6,496.5922,497,408
4690,511.16284,0.5996,778170.27,510.5922,511,408
4691,499.141741,0.4106,763958.26,498.5845,499,416
4692,513.157377,0.5996,796970.09,512.5845,513,416
4693,541.188701,0.5209,746067.37,540.5845,541,416
4694,555.204342,0.3966,775387.11,554.5845,555,416
4695,666.897938,0.4216,558932.45,666.1534,667,-153
4696,680.913628,0.599,621306.38,680.1534,681,-153
4697,708.945001,0.3618,598127.13,708.1535,709,-153
4698,745.271546,0.5984,533549.63,744.4395,745,-439
4699,665.077304,0.4044,650060.17,664.3348,665,-335
4700,679.092924,0.5983,663321.9,678.3347,679,-335
4701,375.135983,0.598,970787.12,374.7172,375,283
4702,691.003091,0.5979,610238.17,690.2316,691,-232
4703,753.087486,0.3113,495898.25,752.2467,753,-247
4704,767.103075,0.4976,478251.15,766.2466,767,-247
4705,781.118786,0.5066,561989.51,780.2467,781,-247
4706,795.134448,0.5977,518538.27,794.2467,795,-247
4707,823.165818,0.3823,513742.28,822.2468,823,-247
4708,893.243993,0.2968,418001.96,892.2467,893,-247
4709,471.181338,0.597,834840.71,470.6553,471,345
4710,291.08838,0.4764,1459404.79,290.7634,291,237
4711,305.104115,0.5962,1331265.81,304.7635,305,237
4712,601.129933,0.5961,682502.45,600.4588,601,-459
4713,815.292151,0.5953,506454.44,814.3819,815,-382
4714,263.007729,0.5952,1535777.02,262.7141,263,286
4715,727.192218,0.5944,587580.06,726.3803,727,-380
4716,779.019085,0.4126,532227.61,778.1493,779,-149
4717,793.034761,0.5156,531701.28,792.1494,793,-149
4718,807.050367,0.5944,536274.93,806.1493,807,-149
4719,299.091478,0.5939,1331239.26,298.7576,299,242
4720,719.255824,0.5939,603580.34,718.4528,719,-453
4721,723.029328,0.5936,584582.84,722.2221,723,-222
4722,349.120316,0.5274,1051453.41,348.7305,349,269
4723,363.13597,0.5935,1038092.12,362.7305,363,269
4724,471.201738,0.5927,321511.08,470.6757,471,324
4725,707.255797,0.5922,604578.75,706.4662,707,-466
4726,565.055279,0.5921,751700.09,564.4244,565,-424
4727,593.103676,0.3085,643954.51,592.4415,593,-442
4728,607.119309,0.4936,711385.41,606.4415,607,-441
4729,621.134991,0.5917,669655.09,620.4415,621,-442
4730,649.166335,0.5093,626315.71,648.4416,649,-442
4731,663.181926,0.4282,531924.15,662.4415,663,-442
4732,677.197668,0.2801,590887.73,676.4416,677,-442
4733,463.139167,0.4642,1257104.13,462.6221,463,378
4734,477.154709,0.464,309685.94,476.622,477,378
4735,491.170291,0.4817,285026.87,490.6219,491,378
4736,505.185883,0.591,1101239.05,504.6219,505,378
4737,257.087036,0.5906,1469571.96,256.8,257,200
4738,293.10492,0.5878,1247044.28,292.7777,293,222
4739,457.115898,0.5877,884256.3,456.6055,457,394
4740,485.147232,0.5411,853179.2,484.6056,485,394
4741,499.162885,0.5247,811563.08,498.6056,499,394
4742,513.17853,0.4939,773650.75,512.6056,513,394
4743,533.147254,0.3238,767956.67,532.552,533,448
4744,547.162858,0.4232,747875.84,546.552,547,448
4745,561.17853,0.5876,724995.99,560.552,561,448
4746,589.209862,0.3106,593365.99,588.552,589,448
4747,403.130914,0.4139,1042536.92,402.6808,403,319
4748,417.146558,0.5346,933998.84,416.6808,417,319
4749,431.162204,0.5872,931699.44,430.6808,431,319
4750,255.08666,0.5864,1518674.07,254.8019,255,198
4751,485.112986,0.5863,860342.45,484.5714,485,429
4752,285.081784,0.5193,1360443.91,284.7635,285,236
4753,299.097352,0.5859,1404940.43,298.7634,299,237
4754,221.066991,0.5856,305156.29,220.8202,221,180
4755,275.093369,0.5855,1529726.45,274.7862,275,214
4756,279.002552,0.5849,1400641.61,278.6911,279,309
4757,581.181792,0.3969,745339.34,580.5329,581,467
4758,595.197421,0.584,690035.93,594.5329,595,467
4759,623.228711,0.4246,688605.49,622.5329,623,467
4760,637.244387,0.3892,644240.78,636.5329,637,467
4761,651.260022,0.3672,626579.66,650.5329,651,467
4762,669.18666,0.5835,627371.69,668.4395,669,-440
4763,783.050509,0.582,529018.52,782.1763,783,-176
