Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,KMD
1653,587.228712,2.4698,716312.91,586.5731,587,427
1654,601.244381,1.735,699906.83,600.5731,601,427
1655,615.260021,1.2034,698461.02,614.5731,615,427
1656,629.275649,0.6396,646011.24,628.5731,629,427
1657,643.291323,0.3231,683570.14,642.5731,643,427
1658,531.20248,3.2348,779749.84,530.6094,531,391
1659,409.135155,3.2266,965677.35,408.6784,409,322
1660,508.908711,0.9601,814348.82,508.3405,509,-341
1661,522.924359,2.2106,793458.7,522.3405,523,-341
1662,536.940019,3.2023,785215.03,536.3406,537,-341
1663,564.971322,1.6961,757296.27,564.3406,565,-341
1664,578.986984,0.5954,698061.33,578.3406,579,-341
1665,174.956132,1.2423,2133151.76,174.7608,175,239
1666,188.971775,2.985,2061362.62,188.7608,189,239
1667,202.987417,3.1813,2010626.32,202.7608,203,239
1668,231.018699,0.2966,1685683.72,230.7608,231,239
1669,463.008315,3.1773,893463.31,462.4914,463,-491
1670,658.961617,0.5752,629241.11,658.2259,659,-226
1671,672.977236,1.7328,634363.4,672.2259,673,-226
1672,686.992879,3.0665,618079.04,686.2259,687,-226
1673,701.008569,3.1593,610472.34,700.2259,701,-226
1674,729.039821,1.1755,572099.54,728.2259,729,-226
1675,743.055538,0.4539,597308.81,742.226,743,-226
1676,487.182124,3.1514,830671.22,486.6382,487,362
1677,330.998351,0.9874,1083581.05,330.6288,331,371
1678,345.013994,2.8299,1084355.26,344.6288,345,371
1679,359.029647,3.1345,1017164.38,358.6288,359,371
1680,387.060958,2.4503,988663.25,386.6288,387,371
1681,401.076619,1.9381,958813.63,400.6288,401,371
1682,415.092264,1.4111,944680.95,414.6288,415,371
1683,429.107929,0.8069,974429.93,428.6289,429,371
1684,404.966441,2.0867,1013814.67,404.5143,405,486
1685,418.982096,3.1255,1015789.97,418.5143,419,486
1686,447.013398,1.2567,919732.07,446.5143,447,486
1687,461.02905,0.662,869874.26,460.5143,461,486
1688,553.135192,0.4814,780714.78,552.5176,553,482
1689,567.150829,1.0032,717000.91,566.5176,567,482
1690,581.166519,1.6314,732831.82,580.5177,581,482
1691,595.182173,2.4687,704645.97,594.5177,595,482
1692,609.197816,3.0986,687963.96,608.5177,609,482
1693,623.213463,3.1202,679001.32,622.5177,623,482
1694,651.244778,2.7579,645649.15,650.5177,651,482
1695,665.260428,2.1697,644417.79,664.5177,665,482
1696,679.27609,1.6493,638167.44,678.5177,679,482
1697,693.291759,0.8984,607607.1,692.5177,693,482
1698,707.30736,0.6225,597866.42,706.5177,707,482
1699,721.323008,0.3569,577351.91,720.5177,721,482
1700,321.076838,0.8593,1191687.15,320.7184,321,282
1701,335.09248,1.635,1119251.07,334.7184,335,282
1702,349.108128,2.3373,1067790.46,348.7184,349,282
1703,363.123793,2.9677,1020676.64,362.7184,363,282
1704,377.139446,3.1144,1026625.02,376.7184,377,282
1705,405.170753,2.3936,1021419.93,404.7184,405,282
1706,419.186411,1.4656,956406.53,418.7184,419,282
1707,433.202058,0.8129,974153.37,432.7184,433,282
1708,447.217723,0.375,952219.45,446.7184,447,282
1709,461.166466,3.1053,874270.26,460.6516,461,348
1710,275.057975,0.6245,1325374.84,274.7509,275,249
1711,289.073629,3.0995,1286758.66,288.7509,289,249
1712,317.104922,1.257,1220943.25,316.7509,317,249
1713,331.120564,0.504,1116201.57,330.7509,331,249
1714,355.084182,3.0911,989888.81,354.6877,355,312
1715,383.115505,1.5101,995128.11,382.6878,383,312
1716,397.131142,1.5207,923070.46,396.6878,397,312
1717,411.146801,1.4431,1000220.95,410.6878,411,312
1718,425.162443,0.7478,965049.96,424.6878,425,312
1719,625.229114,3.0825,662139.14,624.5311,625,469
1720,343.124559,3.0552,1072029.64,342.7415,343,259
1721,241.092888,3.0492,1650261.65,240.8237,241,176
1722,573.21306,3.0209,736311.72,572.5731,573,427
1723,409.115907,2.992,990025.26,408.6591,409,341
1724,179.056256,2.973,661513.34,178.8563,179,144
1725,631.035367,0.3955,650120.98,630.3308,631,-331
1726,645.051042,1.7539,678470,644.3309,645,-331
1727,659.066708,2.9597,656619.98,658.3309,659,-331
1728,687.097998,1.1305,595355.31,686.3309,687,-331
1729,701.113708,0.401,597691.03,700.3309,701,-331
1730,429.056273,1.7707,865992.68,428.5773,429,423
1731,443.071925,2.9426,877083.13,442.5773,443,423
1732,471.103263,0.4067,842554.72,470.5773,471,423
1733,524.975416,2.9374,786032.9,524.3893,525,-389
1734,375.024567,2.8522,982728.6,374.6059,375,394
1735,389.040229,2.8942,982907.98,388.6059,389,394
1736,417.071541,2.2502,1007387.55,416.6059,417,394
1737,431.087188,1.8436,959380.33,430.6059,431,394
1738,445.102853,1.0998,936840.81,444.6059,445,394
1739,459.118508,0.5857,957954.92,458.6059,459,394
1740,469.087592,2.8881,860771.88,468.5639,469,436
1741,497.130103,0.396,810423.54,496.5751,497,425
1742,511.145749,1.1119,839253.25,510.5751,511,425
1743,525.161417,1.726,807023.75,524.5751,525,425
1744,539.177063,2.5476,774982.17,538.5751,539,425
1745,553.192712,2.8845,749293.13,552.5751,553,425
1746,581.224032,1.8968,724384.2,580.5751,581,425
1747,595.239693,1.3009,691518.13,594.5751,595,425
1748,609.25535,0.7412,733011.15,608.5751,609,425
1749,623.271029,0.3905,649076.71,622.5752,623,425
1750,405.035151,2.0409,973113.33,404.5829,405,417
1751,419.050799,2.8491,969311.6,418.5829,419,417
1752,447.082111,1.7147,944102.47,446.583,447,417
1753,461.097764,1.3529,879504.13,460.583,461,417
1754,475.113437,0.9457,878948.92,474.583,475,417
1755,489.129089,0.4697,851898.6,488.583,489,417
1756,435.150814,2.8392,920912.43,434.665,435,335
1757,523.14576,0.755,801162.33,522.5617,523,438
1758,537.16142,1.6977,767212.48,536.5617,537,438
1759,551.177065,2.2788,753697.43,550.5617,551,438
1760,565.192715,2.8288,732161.63,564.5617,565,438
1761,593.224023,2.274,691718.12,592.5617,593,438
1762,607.239667,1.6389,690465.87,606.5617,607,438
1763,621.25536,0.9729,664611.42,620.5618,621,438
1764,635.27102,0.5369,656397.71,634.5618,635,438
1765,649.286664,0.3391,608190.8,648.5618,649,438
1766,383.066047,2.8014,997656.52,382.6384,383,362
1767,296.992871,0.4801,1175356.2,296.6613,297,339
1768,311.008521,1.8058,1241197.97,310.6613,311,339
1769,325.024166,2.7901,1160201.9,324.6613,325,339
1770,353.055465,2.5329,1068439.16,352.6613,353,339
1771,367.071125,1.7743,1039772.13,366.6613,367,339
1772,381.086782,0.8974,980350.75,380.6613,381,339
1773,395.102439,0.3909,1069660.51,394.6613,395,339
1774,565.135236,0.3459,641489.39,564.5043,565,496
1775,579.150853,0.6962,746056.32,578.5043,579,496
1776,593.16649,1.2696,684184.12,592.5042,593,496
1777,607.182167,1.8157,676953.62,606.5043,607,496
1778,621.197821,2.3115,672862.5,620.5043,621,496
1779,635.213493,2.4891,668180.04,634.5043,635,496
1780,649.229117,2.786,656445.76,648.5043,649,496
1781,677.260434,2.0986,615843.59,676.5043,677,496
1782,691.276098,1.4818,615490.33,690.5043,691,496
1783,705.291736,0.9494,598051.98,704.5043,705,496
1784,719.307449,0.6809,557590.99,718.5044,719,496
1785,733.323076,0.3805,567885.49,732.5044,733,496
1786,369.01401,0.4493,1050083.72,368.602,369,398
1787,383.029671,0.9434,1003966.62,382.602,383,398
1788,397.045322,1.5477,997541.23,396.602,397,398
1789,411.060972,2.6077,994669.88,410.602,411,398
1790,425.076625,2.7857,978633.99,424.602,425,398
1791,453.107931,1.4982,891093.04,452.6021,453,398
1792,467.123594,0.7475,864831.62,466.6021,467,398
1793,481.139274,0.3864,731436.11,480.6021,481,398
1794,373.045313,2.7838,998909.33,372.6288,373,371
1795,173.04558,2.7747,2186414.77,172.8524,173,148
1796,201.07686,1.7011,2017073.59,200.8524,201,148
1797,215.092504,1.6966,1864715.46,214.8524,215,148
1798,229.108146,1.0549,1733432.73,228.8524,229,148
1799,243.123794,0.5718,1587020.72,242.8524,243,148
1800,501.077436,1.4624,778074.73,500.518,501,482
1801,515.093091,2.7724,802348.72,514.518,515,482
1802,543.124408,0.5485,806199.6,542.518,543,482
1803,377.005248,1.8363,989838.49,376.5843,377,416
1804,391.020909,2.7718,915229.31,390.5844,391,416
1805,357.013994,0.8754,1021775.32,356.6154,357,385
1806,371.029661,2.0477,1006257.28,370.6154,371,385
1807,385.045313,2.4939,1003105.49,384.6154,385,385
1808,399.060968,2.6474,996625.43,398.6154,399,385
1809,413.076627,2.7655,1000357.19,412.6154,413,385
1810,441.107926,1.0923,910117.61,440.6154,441,385
1811,455.123597,0.6199,913065.58,454.6155,455,385
1812,550.955665,2.7561,763273.78,550.3405,551,-341
1813,333.013993,1.5721,1133879.77,332.6422,333,358
1814,347.029643,2.7431,1049636.06,346.6422,347,358
1815,375.060966,1.5447,1027822.25,374.6422,375,358
1816,389.076623,0.9692,1049524.32,388.6422,389,358
1817,403.092274,0.7203,1048552.25,402.6422,403,358
1818,385.135153,2.7395,954036.29,384.7052,385,295
1819,303.003438,1.5098,1285110.04,302.6651,303,335
1820,317.019083,2.7038,1202997.87,316.6651,317,335
1821,345.05038,1.848,1072488.28,344.6651,345,335
1822,359.066043,1.2453,1011183.23,358.6652,359,335
1823,373.081688,0.7793,1006787.02,372.6652,373,335
1824,579.208384,2.6992,721344.66,578.5617,579,438
1825,643.071769,2.6966,679655.99,642.3538,643,-354
1826,485.130064,0.5107,881869.71,484.5884,485,412
1827,499.145767,1.1101,823073.04,498.5885,499,412
1828,513.161407,2.1952,787421.35,512.5885,513,412
1829,527.177048,2.6398,775655.84,526.5885,527,412
1830,541.192712,2.6924,772312.66,540.5885,541,412
1831,569.224001,1.5888,727469.41,568.5885,569,412
1832,583.239689,0.9488,725840.17,582.5885,583,411
1833,597.255314,0.5112,704643,596.5885,597,411
1834,611.270958,0.2875,646692.36,610.5885,611,411
1835,663.244799,2.6898,640885.01,662.5043,663,496
1836,637.229143,2.6786,663847.73,636.5177,637,482
1837,336.940199,1.5417,1118218.91,336.564,337,436
1838,350.95585,2.6501,1039013.34,350.564,351,436
1839,378.98717,0.8016,1059139.88,378.564,379,436
1840,688.972154,0.3369,609091.24,688.2029,689,-203
1841,702.987829,1.2551,609180.06,702.203,703,-203
1842,717.003488,2.2856,588351.96,716.203,717,-203
1843,731.019132,2.6489,581593.01,730.203,731,-203
1844,759.050438,1.0551,559537.46,758.203,759,-203
1845,773.066136,0.4055,543673.52,772.203,773,-203
1846,473.130107,0.7294,869685.72,472.6019,473,398
1847,487.14575,1.505,869463.01,486.6019,487,398
1848,501.161404,2.1567,821346.23,500.6019,501,398
1849,515.17705,2.6437,782680.9,514.6019,515,398
1850,543.208348,1.7957,741634.51,542.6019,543,398
1851,557.224024,1.1786,763035.02,556.6019,557,398
1852,571.239662,0.7037,731015.64,570.6019,571,398
1853,585.255324,0.3881,666488.3,584.6019,585,398
1854,387.02458,1.1489,1048255.09,386.5925,387,408
1855,401.040242,1.7982,985007.86,400.5925,401,407
1856,415.055889,2.3796,974903.46,414.5925,415,408
1857,429.07154,2.6419,960262.43,428.5925,429,407
1858,457.102843,1.5877,888011.93,456.5925,457,407
1859,471.118489,0.9646,871323.43,470.5925,471,407
1860,485.134156,0.5571,805247.68,484.5925,485,407
1861,191.055709,2.6115,1735215.1,190.8424,191,158
1862,624.992473,2.6093,669759.98,624.2947,625,-295
1863,339.039812,2.6063,1102450.33,338.6613,339,339
1864,393.099869,0.5347,943413.33,392.661,393,339
1865,407.115517,1.5641,993169.04,406.661,407,339
1866,421.131159,2.6031,961598.09,420.661,421,339
1867,449.162456,1.2633,930805.04,448.661,449,339
1868,463.178133,0.5723,893190.99,462.661,463,339
1869,547.145791,0.5606,766512.81,546.5349,547,465
1870,561.161425,1.1319,729493.06,560.5349,561,465
1871,575.17708,1.7441,728590.47,574.5349,575,465
1872,589.192745,2.2271,718071.92,588.5349,589,465
1873,603.208372,2.5953,701698.99,602.5349,603,465
1874,631.23969,1.8343,661441.23,630.5349,631,465
1875,645.255353,1.3938,688983.57,644.535,645,465
1876,659.271032,1.0286,652952.95,658.535,659,465
1877,673.286638,0.6592,570257.48,672.5349,673,465
1878,687.302297,0.3582,606808.64,686.535,687,465
1879,285.078717,2.5918,1324462.35,284.7604,285,240
1880,334.96094,2.5794,1147199.95,334.587,335,413
1881,631.071784,2.5735,669279.57,630.3672,631,-367
1882,535.145752,0.708,779432.32,534.5483,535,452
1883,549.161406,1.3215,776310.1,548.5483,549,452
1884,563.17707,2.0474,750000.88,562.5483,563,452
1885,577.192712,2.5248,710502.56,576.5483,577,452
1886,591.208374,2.5725,731487.69,590.5483,591,452
1887,619.239682,1.7791,649437.64,618.5483,619,452
1888,633.255341,1.1262,657389.8,632.5483,633,452
1889,647.270986,0.8821,677922.25,646.5483,647,452
1890,661.28663,0.5133,618378.63,660.5483,661,452
1891,432.997742,2.5623,990762.37,432.5143,433,486
1892,685.013629,2.5598,611795.84,684.2488,685,-249
1893,531.129771,0.3224,757082.3,530.5368,531,463
1894,545.145367,0.7484,765041.55,544.5367,545,463
1895,559.161025,1.392,758837.08,558.5367,559,463
1896,573.17667,1.8787,735610.21,572.5367,573,463
1897,587.192313,2.4952,708303.33,586.5367,587,463
1898,601.207979,2.5567,715681.4,600.5368,601,463
1899,629.239286,1.9567,667980.47,628.5368,629,463
1900,643.25497,1.4008,663994.72,642.5368,643,463
1901,657.270578,1.1371,642389.14,656.5368,657,463
1902,671.286292,0.7637,613936.23,670.5368,671,463
1903,685.301919,0.3745,641556.7,684.5368,685,463
1904,389.130011,1.0224,848683.15,388.6956,389,304
1905,403.145719,2.552,1005380.36,402.6956,403,304
1906,615.223619,2.542,682130.89,614.5368,615,463
1907,331.034727,2.5373,1131491.19,330.6651,331,335
1908,559.145765,0.4921,655695.27,558.5215,559,478
1909,573.161419,0.9631,731503.69,572.5215,573,478
1910,587.177074,1.61,726529.74,586.5215,587,478
1911,601.192729,2.1581,715579.96,600.5215,601,478
1912,615.208376,2.5364,688888.35,614.5215,615,478
1913,643.239694,1.9259,681634.98,642.5215,643,478
1914,657.255351,1.7983,640704.68,656.5216,657,478
1915,671.270985,1.3421,598267.5,670.5215,671,478
1916,685.286665,0.8158,620938.05,684.5216,685,478
1917,699.30229,0.4657,608803.47,698.5216,699,478
1918,713.317926,0.2773,539431.34,712.5215,713,478
1919,299.008524,2.5322,1286201.77,298.6747,299,325
1920,567.208376,2.5096,729750.79,566.5751,567,425
1921,617.224032,2.5047,682550.54,616.5349,617,465
1922,561.140293,0.5105,710548.38,560.5138,561,486
1923,575.155948,0.9472,709708.57,574.5138,575,486
1924,589.171602,1.4778,731641.1,588.5138,589,486
1925,603.187256,2.1466,691307.53,602.5138,603,486
1926,617.20289,2.4803,676245.8,616.5138,617,486
1927,645.234213,2.3761,657452.23,644.5138,645,486
1928,659.249889,2.1812,648262.69,658.5139,659,486
1929,673.265514,1.7651,630701.81,672.5138,673,486
1930,687.281183,1.1802,621713.45,686.5139,687,486
1931,701.296836,0.7091,608696.61,700.5139,701,486
1932,715.312538,0.3832,568083.62,714.5139,715,486
1933,729.32813,0.2706,539960.9,728.5139,729,486
1934,391.155101,2.4793,1012658.4,390.7184,391,282
1935,501.008728,1.0935,846267.56,500.4494,501,-449
1936,515.024367,2.462,815836.75,514.4494,515,-449
1937,543.055653,0.7858,761488.76,542.4494,543,-449
1938,403.05589,2.4573,993192.92,402.6059,403,394
1939,631.218567,2.4475,661703.13,630.5138,631,486
1940,591.150858,0.5244,699015.65,590.4909,591,-491
1941,605.166501,0.88,707714.75,604.4909,605,-491
1942,619.182169,1.4389,682281.56,618.4909,619,-491
1943,633.197849,1.58,664588.91,632.4909,633,-491
1944,647.213476,2.0952,666052.06,646.4909,647,-491
1945,661.229116,2.4422,650716.46,660.4909,661,-491
1946,689.260447,1.8446,622944.11,688.4909,689,-491
1947,703.276102,1.4157,612918.65,702.4909,703,-491
1948,717.291752,1.1065,574787.86,716.4909,717,-491
1949,731.307412,0.6582,574544.08,730.4909,731,-491
1950,745.323041,0.4203,543436.64,744.4909,745,-491
1951,177.05586,2.0075,665816.33,176.8582,177,142
1952,191.07153,2.4373,617047.42,190.8582,191,142
1953,391.105333,2.4292,953225.98,390.6687,391,331
1954,419.136638,0.3961,927509.59,418.6687,419,331
1955,393.035145,1.0924,988884.45,392.5963,393,404
1956,407.050797,2.4216,988733.15,406.5963,407,404
1957,435.082108,1.3765,953667.65,434.5964,435,404
1958,449.097773,0.8958,933219.58,448.5964,449,404
1959,463.113438,0.5005,944784.62,462.5964,463,404
1960,605.224024,2.3895,688505.34,604.5483,605,452
1961,230.982318,0.6088,1814526.83,230.7244,231,276
1962,244.997963,2.2806,1582285.29,244.7244,245,276
1963,259.013609,2.3866,1521719.94,258.7244,259,276
1964,287.044913,0.9692,1336745.19,286.7244,287,276
1965,397.13515,2.3829,1001121.12,396.6918,397,308
1966,395.029673,0.6657,1065290.78,394.5886,395,411
1967,409.045321,1.5066,995031.56,408.5886,409,411
1968,423.060976,2.3667,966984.74,422.5886,423,411
1969,437.076633,2.375,947082.39,436.5887,437,411
1970,465.107931,1.5419,863117.78,464.5887,465,411
1971,479.123582,1.0975,867344.66,478.5887,479,411
1972,493.139247,0.581,826270.92,492.5887,493,411
1973,507.154909,0.3798,781910.17,506.5887,507,411
1974,181.087045,2.3587,2159299.46,180.8849,181,115
1975,209.118329,1.2858,1947408.12,208.8849,209,115
1976,223.133973,0.662,1788417.74,222.8849,223,115
1977,571.14577,0.4433,722100.19,570.5081,571,492
1978,585.16143,0.7687,757573.54,584.5081,585,492
1979,599.177061,1.3538,712007.38,598.5081,599,492
1980,613.192741,1.8808,694248.64,612.5081,613,492
1981,627.208391,2.134,685951.91,626.5081,627,492
1982,641.224043,2.0714,666141.07,640.5081,641,492
1983,655.239684,2.3513,641382.69,654.5081,655,492
1984,683.27103,1.3738,644166.06,682.5082,683,492
1985,697.286641,0.8374,610223.94,696.5082,697,492
1986,711.302303,0.5972,648329.49,710.5082,711,492
1987,725.31789,0.3317,634301.72,724.5081,725,492
1988,381.099866,0.7244,1028749.68,380.6744,381,326
1989,395.115511,1.5099,989118.89,394.6744,395,326
1990,409.131156,2.3492,1003646.14,408.6744,409,326
1991,437.16244,0.9336,946533.13,436.6744,437,326
1992,451.178108,0.4892,898171.82,450.6744,451,326
1993,529.192706,2.3431,770799.61,528.6019,529,398
1994,619.035356,0.2795,683856.73,618.3442,619,-344
1995,633.051056,1.1986,639763.79,632.3443,633,-344
1996,647.066699,2.3399,659940.6,646.3443,647,-344
1997,675.098,0.9576,645715.66,674.3443,675,-344
1998,689.113657,0.3218,606421.47,688.3443,689,-344
1999,451.092275,2.3332,917153.41,450.5887,451,411
2000,403.105344,2.3253,1001460.13,402.6553,403,345
2001,431.136631,0.5689,959069.73,430.6553,431,345
2002,445.152308,0.3795,899151.15,444.6553,445,345
2003,715.024223,2.3168,584542.74,714.2259,715,-226
2004,675.2448,2.3149,624367.22,674.4909,675,-491
2005,307.084188,2.2974,1223074.38,306.7413,307,259
2006,365.019098,0.5742,1031188.21,364.6116,365,388
2007,379.034761,1.1709,985991.03,378.6116,379,388
2008,393.050403,1.6125,1027546.55,392.6116,393,388
2009,407.066051,2.2802,985294.08,406.6116,407,388
2010,435.097366,1.5069,955964.05,434.6116,435,388
2011,449.113008,0.9127,936117.51,448.6116,449,388
2012,463.128676,0.4482,1012474.91,462.6116,463,388
2013,473.151222,2.2796,868738.55,472.623,473,377
2014,279.066278,0.5196,1415673.61,278.7547,279,245
2015,293.081927,1.096,1283754.23,292.7547,293,245
2016,307.097575,1.728,1252228.72,306.7547,307,245
2017,321.113221,2.2167,1202829.04,320.7547,321,245
2018,335.128866,2.2751,1124081.81,334.7547,335,245
2019,363.160174,1.2019,1061389.18,362.7547,363,245
2020,377.175818,0.6805,959011.19,376.7547,377,245
2021,673.08235,2.2742,637272.7,672.3309,673,-331
2022,399.024602,0.3965,973344.23,398.5791,399,421
2023,413.040247,1.0045,991358.18,412.5791,413,421
2024,427.05589,1.8728,959913.03,426.5791,427,421
2025,441.07154,2.0557,943864.24,440.5791,441,421
2026,455.087195,2.2647,913280.01,454.5791,455,421
2027,483.11851,1.2655,862511.98,482.5791,483,421
2028,497.134168,0.7171,859766.32,496.5791,497,421
2029,511.149814,0.4163,764100.29,510.5791,511,421
2030,583.145771,0.3184,688976.37,582.4947,583,-495
2031,597.161419,0.6135,695914.11,596.4947,597,-495
2032,611.177104,1.1158,683695.7,610.4948,611,-495
2033,625.192715,1.5396,646226.68,624.4947,625,-495
2034,639.208395,1.7946,662899.94,638.4947,639,-495
2035,653.224065,2.1887,648072.04,652.4948,653,-495
2036,667.239686,2.251,625718.88,666.4947,667,-495
2037,695.271051,1.4759,605772.61,694.4948,695,-495
2038,709.286691,1.0338,614560.22,708.4948,709,-495
2039,723.302345,0.6427,548174.55,722.4948,723,-495
2040,737.317989,0.4824,527423.95,736.4948,737,-495
2041,751.333622,0.2839,527556.44,750.4948,751,-495
2042,629.224032,2.2423,668950.11,628.5215,629,478
2043,624.969074,2.242,681452.81,624.2713,625,-271
2044,361.045301,2.241,1006084.86,360.6422,361,358
2045,315.089272,2.2375,1191070.55,314.7375,315,263
2046,555.208363,2.2355,753003.88,554.5885,555,412
2047,195.102686,2.233,2092248.63,194.8849,195,115
2048,473.124214,0.6225,847780,472.596,473,404
2049,487.139865,1.1051,872971.55,486.596,487,404
2050,501.155527,1.536,819354.96,500.596,501,404
2051,515.171169,2.0386,807451.75,514.596,515,404
2052,529.186833,2.2303,785557.39,528.596,529,404
2053,557.218137,1.6507,756300.65,556.596,557,404
2054,571.233771,1.1801,741392.99,570.596,571,404
2055,585.249461,0.6222,724163.39,584.5961,585,404
2056,599.26516,0.4482,777909.16,598.5961,599,404
2057,353.019081,0.9299,1064925.44,352.625,353,375
2058,367.03474,1.8144,1001663.89,366.625,367,375
2059,381.050398,2.2274,964526.13,380.625,381,375
2060,409.081707,2.2029,1007767.17,408.625,409,375
2061,423.097355,1.4516,966470.06,422.625,423,375
2062,437.113024,0.7492,932687.53,436.625,437,375
2063,391.145713,2.2045,968948.03,390.709,391,291
2064,461.13009,0.9005,891943.09,460.6153,461,385
2065,475.145739,1.6191,816549.25,474.6153,475,385
2066,489.161394,2.2034,825843.89,488.6153,489,385
2067,517.19269,1.8507,775453.89,516.6153,517,385
2068,531.208363,1.2089,778351.78,530.6153,531,385
2069,545.224025,0.6202,770645.95,544.6153,545,385
2070,559.239644,0.4228,745554.5,558.6153,559,385
2071,330.999755,2.1971,1127562.59,330.6302,331,370
2072,343.08418,2.1833,1040588.94,342.7011,343,299
2073,371.115488,1.3109,1011878.04,370.7012,371,299
2074,385.131159,1.1167,992634.43,384.7012,385,299
2075,399.146801,0.7511,925059.98,398.7012,399,299
2076,413.162448,0.4151,940836.19,412.7012,413,299
2077,504.982519,1.2528,828091.59,504.4187,505,-419
2078,518.99815,2.1561,810868.5,518.4187,519,-419
2079,533.013814,2.1781,786151.46,532.4187,533,-419
2080,561.045116,1.6028,727292.71,560.4187,561,-419
2081,575.060777,1.2812,718827.08,574.4187,575,-419
2082,589.076415,0.9346,688390.68,588.4187,589,-419
2083,603.092095,0.5544,706479.9,602.4188,603,-419
2084,617.107715,0.2901,746896.97,616.4187,617,-419
2085,421.066462,2.1709,968388.49,420.5964,421,404
2086,363.024572,1.2408,1004229.81,362.6193,363,381
2087,377.040221,2.152,969385.68,376.6193,377,381
2088,405.071525,1.5859,968698.35,404.6193,405,381
2089,419.087193,1.0467,970608.83,418.6193,419,381
2090,433.102837,0.5891,1023862.12,432.6193,433,381
2091,431.113636,0.6281,960413.36,430.6323,431,368
2092,445.129289,1.0009,970400.54,444.6323,445,368
2093,459.14494,1.4965,921279.29,458.6323,459,368
2094,473.160602,1.8782,901667,472.6323,473,368
2095,487.176252,2.151,863957.63,486.6323,487,368
2096,515.207555,1.5128,805524.98,514.6324,515,368
2097,529.223209,0.957,795623.54,528.6324,529,368
2098,543.238866,0.6717,774626.94,542.6324,543,368
2099,557.254505,0.3358,728765.37,556.6324,557,368
2100,503.177052,2.1461,799234.62,502.6153,503,385
2101,460.956296,0.3836,949393.44,460.4417,461,-442
2102,474.971929,1.4494,874791.4,474.4416,475,-442
2103,488.987596,2.1403,852140.61,488.4417,489,-442
2104,517.018887,1.8225,810341.78,516.4417,517,-442
2105,531.034553,1.5783,788041.13,530.4417,531,-442
2106,545.050195,1.2096,768368.96,544.4417,545,-442
2107,559.065879,0.8331,739251.36,558.4417,559,-442
2108,573.08153,0.5035,751253.33,572.4417,573,-442
2109,425.040238,0.8593,1015261.86,424.5657,425,434
2110,439.055905,1.3315,941570.33,438.5657,439,434
2111,453.071552,2.1286,923557.27,452.5657,453,434
2112,481.10285,2.0088,865377.47,480.5657,481,434
2113,495.118515,1.4692,852702.59,494.5657,495,434
2114,509.13414,0.694,234210.6,508.5657,509,434
2115,523.149812,0.6047,790006.51,522.5657,523,434
2116,537.16551,0.3385,853455.27,536.5658,537,434
2117,423.114437,0.7197,970302.78,422.6421,423,358
2118,437.130076,2.1285,947609.56,436.642,437,358
2119,465.161382,1.3634,818894.15,464.6421,465,358
2120,479.177031,1.1654,848650.81,478.6421,479,358
2121,493.192688,0.6684,799308.21,492.6421,493,358
2122,507.208332,0.3391,727039.18,506.6421,507,358
2123,407.029669,0.4655,996224.85,406.5752,407,425
2124,421.045325,1.0668,1005809.54,420.5752,421,425
2125,435.060978,1.6838,964499.14,434.5753,435,425
2126,449.076625,2.1277,928444.35,448.5753,449,425
2127,477.107942,1.5987,886344.75,476.5753,477,425
2128,491.123583,1.1785,854625.93,490.5753,491,425
2129,505.139258,0.7008,822408.58,504.5753,505,425
2130,519.154911,0.3879,844732.24,518.5753,519,425
2131,595.145799,0.347,731486.35,594.4813,595,-481
2132,609.161441,0.5798,681735.48,608.4813,609,-481
2133,623.177074,0.863,671516.2,622.4813,623,-481
2134,637.192743,1.1906,670582.09,636.4813,637,-481
2135,651.208396,1.7571,640369.82,650.4814,651,-481
2136,665.224038,2.1264,641702.23,664.4813,665,-481
2137,693.255373,1.7951,609755.98,692.4814,693,-481
2138,707.271041,1.4502,598886.37,706.4814,707,-481
2139,721.286672,1.1406,583949.6,720.4814,721,-481
2140,735.302349,0.7998,570084.08,734.4814,735,-481
2141,749.317986,0.5215,567457.63,748.4814,749,-481
2142,763.333632,0.2937,556296.46,762.4814,763,-481
2143,443.087197,2.123,954361.54,442.5925,443,407
2144,503.003244,2.1126,827594.55,502.4417,503,-442
2145,427.145713,2.1063,944730.77,426.6688,427,331
2146,441.125001,0.3939,932373.44,440.6325,441,367
2147,455.140647,2.1002,883006.34,454.6325,455,367
2148,483.171943,0.4446,861251.08,482.6325,483,367
2149,295.084186,0.5595,1311947.8,294.7547,295,245
2150,309.099835,2.0996,1209306.4,308.7547,309,245
2151,297.152974,0.5491,1334034.49,296.8212,297,179
2152,311.168625,1.8329,1211648.51,310.8212,311,179
2153,325.18427,2.0897,1151584.89,324.8212,325,179
2154,534.993082,1.0858,771018.8,534.3958,535,-396
2155,549.008737,1.8088,761501.46,548.3958,549,-396
2156,563.024396,2.0876,757925.38,562.3958,563,-396
2157,591.055708,1.5781,709034,590.3958,591,-396
2158,605.071345,1.2913,686402.65,604.3958,605,-396
2159,619.087019,0.9014,677475.97,618.3958,619,-396
2160,633.1027,0.5543,703914.75,632.3959,633,-396
2161,647.118408,0.281,614928.64,646.3959,647,-396
2162,339.089258,0.6287,1088480.14,338.7107,339,289
2163,353.104921,1.5249,1080746.23,352.7107,353,289
2164,367.120577,2.0824,1006054.22,366.7107,367,289
2165,395.151894,0.6887,919725.42,394.7107,395,289
