There were 3704 Peaks found from m/z=   106.72    to m/z=   983.50.
NEGATIVE ION MODE
Noise threshold: 0.012182        Peak threshold: 0.017403

Calibration parameters: A = 144217945.493776 , B = -350102700.706502 and Trap Plate Voltage = -1.000000
Center of Mass for the Assigned Window is   391.7691

 There were ,1168 odd peaks, and ,2536 even peaks

Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula
     978, 609.161228,  0.0492,  632956.20,  608.4811,  609,   0,  -8,-481, 285,17.0,,O13 ,,C,31,H,29,,,O,13,,,,,,,,,,,,,,,,,
     979, 623.176897,  0.0409,  636080.28,  622.4811,  623,   0,  -8,-481, 285,17.0,,O13 ,,C,32,H,31,,,O,13,,,,,,,,,,,,,,,,,
     980, 637.192558,  0.0309,  549302.11,  636.4812,  637,   0,  -8,-481, 285,17.0,,O13 ,,C,33,H,33,,,O,13,,,,,,,,,,,,,,,,,
     981, 651.208151,  0.0180,  561433.99,  650.4811,  651,   0,  -8,-481, 285,17.0,,O13 ,,C,34,H,35,,,O,13,,,,,,,,,,,,,,,,,
     982, 445.135109,  0.1182,  892526.69,  444.6381,  445,   0,  -3, 362, 286, 7.0,,O12 ,,C,19,H,25,,,O,12,,,,,,,,,,,,,,,,,
     983, 457.086828,  0.1181,  846263.21,  456.5765,  457,   0,  -5, 423, 287,27.0,,O3 ,*, C,33,H,13,,,O,3,,,,,,,,,,,,,,,,,
     984, 407.155860,  0.1171,  998470.08,  406.7013,  407,   0, -13, 299, 288, 4.0,,O11 ,,C,17,H,27,,,O,11,,,,,,,,,,,,,,,,,
     985, 513.067399,  0.0187,  810977.05,  512.4946,  513,   0,  -6,-495, 289,16.0,,O13 ,,C,24,H,17,,,O,13,,,,,,,,,,,,,,,,,
     986, 527.083019,  0.0264,  672601.41,  526.4946,  527,   0,  -6,-495, 289,16.0,,O13 ,,C,25,H,19,,,O,13,,,,,,,,,,,,,,,,,
     987, 541.098699,  0.0356,  700526.53,  540.4946,  541,   0,  -6,-495, 289,16.0,,O13 ,,C,26,H,21,,,O,13,,,,,,,,,,,,,,,,,
     988, 555.114356,  0.0480,  703433.69,  554.4946,  555,   0,  -6,-495, 289,16.0,,O13 ,,C,27,H,23,,,O,13,,,,,,,,,,,,,,,,,
     989, 569.129987,  0.0709,  659388.09,  568.4946,  569,   0,  -6,-495, 289,16.0,,O13 ,,C,28,H,25,,,O,13,,,,,,,,,,,,,,,,,
     990, 583.145621,  0.1168,  650025.91,  582.4946,  583,   0,  -6,-495, 289,16.0,,O13 ,,C,29,H,27,,,O,13,,,,,,,,,,,,,,,,,
     991, 611.176935,  0.0361,  655306.80,  610.4946,  611,   0,  -6,-495, 289,16.0,,O13 ,,C,31,H,31,,,O,13,,,,,,,,,,,,,,,,,
     992, 625.192543,  0.0268,  580905.22,  624.4945,  625,   0,  -6,-495, 289,16.0,,O13 ,,C,32,H,33,,,O,13,,,,,,,,,,,,,,,,,
     993, 639.208216,  0.0183,  509704.77,  638.4946,  639,   0,  -6,-495, 289,16.0,,O13 ,,C,33,H,35,,,O,13,,,,,,,,,,,,,,,,,
     994, 353.066648,  0.1165, 1153576.88,  352.6725,  353,   0, -11, 328, 290,13.0,,O7 ,,C,19,H,13,,,O,7,,,,,,,,,,,,,,,,,
     995, 383.100221,  0.1163, 1076068.11,  382.6725,  383,   0,  -9, 327, 291, 0.0,,,No Hit
     996, 361.126185,  0.1151, 1133242.65,  360.7230,  361,   0,  -3, 277, 292, 1.0,,O12 13C2 ,#, C,10,H,23,,,O,12,,,,,13C,2, ,,,,,,,,,,
     997, 377.066661,  0.0439, 1053163.30,  376.6457,  377,   0,  -1, 354, 293,15.0,,O7 ,,C,21,H,13,,,O,7,,,,,,,,,,,,,,,,,
     998, 391.082304,  0.0810, 1044128.67,  390.6457,  391,   0,  -1, 354, 293,15.0,,O7 ,,C,22,H,15,,,O,7,,,,,,,,,,,,,,,,,
     999, 405.097945,  0.1150,  994387.15,  404.6457,  405,   0,  -1, 354, 293,15.0,,O7 ,,C,23,H,17,,,O,7,,,,,,,,,,,,,,,,,
    1000, 447.144903,  0.0240,  933921.08,  446.6457,  447,   0,  -1, 354, 293,15.0,,O7 ,,C,26,H,23,,,O,7,,,,,,,,,,,,,,,,,
    1001, 311.097194,  0.1146, 1224747.70,  310.7499,  311,   0, -11, 250, 294, 0.0,,,No Hit
    1002, 461.093792,  0.1144,  834902.11,  460.5790,  461,   0,  -1, 421, 295, 8.0,,O14 ,,C,18,H,21,,,O,14,,,,,,,,,,,,,,,,,
    1003, 409.113993,  0.1138,  997578.58,  408.6572,  409,   0, -11, 343, 296, 9.0,,O10 ,,C,19,H,21,,,O,10,,,,,,,,,,,,,,,,,
    1004, 915.961512,  0.1137,  459218.57,  914.9389,  915,   0,  -9,  61, 297,54.0,,N1 O12 S1 ,*, C,56,H,6,N,1,O,12,S,1,,,,,,,,,,,,,,,
    1005, 563.083071,  0.0188,  671667.62,  562.4544,  563,   0, -12,-454, 298,19.0,,O13 ,*, C,28,H,19,,,O,13,,,,,,,,,,,,,,,,,
    1006, 577.098655,  0.0467,  655752.48,  576.4544,  577,   0, -12,-454, 298,19.0,,O13 ,*, C,29,H,21,,,O,13,,,,,,,,,,,,,,,,,
    1007, 591.114324,  0.1136,  644525.93,  590.4544,  591,   0, -12,-454, 298,19.0,,O13 ,*, C,30,H,23,,,O,13,,,,,,,,,,,,,,,,,
    1008, 619.145640,  0.0487,  609544.31,  618.4544,  619,   0, -12,-454, 298,19.0,,O13 ,*, C,32,H,27,,,O,13,,,,,,,,,,,,,,,,,
    1009, 633.161243,  0.0479,  576693.56,  632.4543,  633,   0, -12,-454, 298,19.0,,O13 ,*, C,33,H,29,,,O,13,,,,,,,,,,,,,,,,,
    1010, 647.176874,  0.0487,  577930.06,  646.4543,  647,   0, -12,-454, 298,19.0,,O13 ,*, C,34,H,31,,,O,13,,,,,,,,,,,,,,,,,
    1011, 661.192639,  0.0258,  553201.51,  660.4544,  661,   0, -12,-454, 298,19.0,,O13 ,*, C,35,H,33,,,O,13,,,,,,,,,,,,,,,,,
    1012, 675.208152,  0.0115,  533101.70,  674.4543,  675,   0, -12,-454, 298,19.0,,O13 ,*, C,36,H,35,,,O,13,,,,,,,,,,,,,,,,,
    1013, 489.140182,  0.1132,  792438.26,  488.5941,  489,   0,  -1, 406, 299,12.0,,O11 ,,C,24,H,25,,,O,11,,,,,,,,,,,,,,,,,
    1014, 543.135477,  0.0841,  686269.38,  542.5291,  543,   0,  -3, 471, 300,10.0,,O15 ,,C,23,H,27,,,O,15,,,,,,,,,,,,,,,,,
    1015, 557.151119,  0.1131,  684349.78,  556.5291,  557,   0,  -3, 471, 300,10.0,,O15 ,,C,24,H,29,,,O,15,,,,,,,,,,,,,,,,,
    1016, 585.182379,  0.0333,  648188.75,  584.5291,  585,   0,  -3, 471, 300,10.0,,O15 ,,C,26,H,33,,,O,15,,,,,,,,,,,,,,,,,
    1017, 599.198066,  0.0355,  650046.62,  598.5291,  599,   0,  -3, 471, 300,10.0,,O15 ,,C,27,H,35,,,O,15,,,,,,,,,,,,,,,,,
    1018, 613.213723,  0.0298,  582526.87,  612.5291,  613,   0,  -3, 471, 300,10.0,,O15 ,,C,28,H,37,,,O,15,,,,,,,,,,,,,,,,,
    1019, 201.040462,  0.0111, 2188746.78,  200.8160,  201,   0,  -9, 184, 301, 4.0,,O6 ,,C,8,H,9,,,O,6,,,,,,,,,,,,,,,,,
    1020, 215.056106,  0.0491, 1830210.91,  214.8160,  215,   0,  -9, 184, 301, 4.0,,O6 ,,C,9,H,11,,,O,6,,,,,,,,,,,,,,,,,
    1021, 229.071746,  0.1067, 1699463.67,  228.8160,  229,   0,  -9, 184, 301, 4.0,,O6 ,,C,10,H,13,,,O,6,,,,,,,,,,,,,,,,,
    1022, 243.087387,  0.1128, 1620093.28,  242.8160,  243,   0,  -9, 184, 301, 4.0,,O6 ,,C,11,H,15,,,O,6,,,,,,,,,,,,,,,,,
    1023, 487.088148,  0.0799,  795229.21,  486.5443,  487,   0,  -3, 456, 302,14.0,,O12 ,,C,23,H,19,,,O,12,,,,,,,,,,,,,,,,,
    1024, 501.103800,  0.1125,  786869.09,  500.5443,  501,   0,  -3, 456, 302,14.0,,O12 ,,C,24,H,21,,,O,12,,,,,,,,,,,,,,,,,
    1025, 529.135069,  0.0697,  721174.69,  528.5443,  529,   0,  -3, 456, 302,14.0,,O12 ,,C,26,H,25,,,O,12,,,,,,,,,,,,,,,,,
    1026, 543.150699,  0.0805,  705046.16,  542.5443,  543,   0,  -3, 456, 302,14.0,,O12 ,,C,27,H,27,,,O,12,,,,,,,,,,,,,,,,,
    1027, 557.166374,  0.1011,  692786.47,  556.5443,  557,   0,  -3, 456, 302,14.0,,O12 ,,C,28,H,29,,,O,12,,,,,,,,,,,,,,,,,
    1028, 571.182010,  0.0422,  697477.16,  570.5443,  571,   0,  -3, 456, 302,14.0,,O12 ,,C,29,H,31,,,O,12,,,,,,,,,,,,,,,,,
    1029, 585.197564,  0.0172,  576192.66,  584.5442,  585,   0,  -3, 456, 302,14.0,,O12 ,,C,30,H,33,,,O,12,,,,,,,,,,,,,,,,,
    1030, 351.050997,  0.1124, 1136565.13,  350.6591,  351,   0, -13, 341, 303,14.0,,O7 ,,C,19,H,11,,,O,7,,,,,,,,,,,,,,,,,
    1031, 350.900772,  0.1110, 1219143.91,  350.5090,  351,   0, -13, 491, 304, 0.0,,,No Hit
    1032, 441.124946,  0.0274,  881110.27,  440.6325,  441,   0,  -7, 368, 305, 4.0,,O14 ,,C,16,H,25,,,O,14,,,,,,,,,,,,,,,,,
    1033, 455.140580,  0.1100,  867137.57,  454.6324,  455,   0,  -7, 368, 305, 4.0,,O14 ,,C,17,H,27,,,O,14,,,,,,,,,,,,,,,,,
    1034, 499.124531,  0.1099,  770844.07,  498.5673,  499,   0,  -5, 433, 306,14.0,,O11 ,,C,25,H,23,,,O,11,,,,,,,,,,,,,,,,,
    1035, 551.083044,  0.0217,  746135.78,  550.4678,  551,   0, -10,-468, 307,18.0,,O13 ,,C,27,H,19,,,O,13,,,,,,,,,,,,,,,,,
    1036, 565.098689,  0.0392,  666469.18,  564.4678,  565,   0, -10,-468, 307,18.0,,O13 ,,C,28,H,21,,,O,13,,,,,,,,,,,,,,,,,
    1037, 579.114324,  0.0912,  651850.88,  578.4678,  579,   0, -10,-468, 307,18.0,,O13 ,,C,29,H,23,,,O,13,,,,,,,,,,,,,,,,,
    1038, 593.129986,  0.1094,  649135.73,  592.4678,  593,   0, -10,-468, 307,18.0,,O13 ,,C,30,H,25,,,O,13,,,,,,,,,,,,,,,,,
    1039, 621.161234,  0.0473,  605145.53,  620.4677,  621,   0, -10,-468, 307,18.0,,O13 ,,C,32,H,29,,,O,13,,,,,,,,,,,,,,,,,
    1040, 635.176888,  0.0439,  606928.95,  634.4677,  635,   0, -10,-468, 307,18.0,,O13 ,,C,33,H,31,,,O,13,,,,,,,,,,,,,,,,,
    1041, 649.192525,  0.0371,  572969.99,  648.4677,  649,   0, -10,-468, 307,18.0,,O13 ,,C,34,H,33,,,O,13,,,,,,,,,,,,,,,,,
    1042, 485.072466,  0.0451,  767850.60,  484.5309,  485,   0,  -5, 469, 308,15.0,,O12 ,,C,23,H,17,,,O,12,,,,,,,,,,,,,,,,,
    1043, 499.088150,  0.0800,  791347.68,  498.5309,  499,   0,  -5, 469, 308,15.0,,O12 ,,C,24,H,19,,,O,12,,,,,,,,,,,,,,,,,
    1044, 513.103795,  0.0682,  755302.62,  512.5309,  513,   0,  -5, 469, 308,15.0,,O12 ,,C,25,H,21,,,O,12,,,,,,,,,,,,,,,,,
    1045, 527.119416,  0.0736,  719280.65,  526.5309,  527,   0,  -5, 469, 308,15.0,,O12 ,,C,26,H,23,,,O,12,,,,,,,,,,,,,,,,,
    1046, 541.135055,  0.0862,  691899.81,  540.5309,  541,   0,  -5, 469, 308,15.0,,O12 ,,C,27,H,25,,,O,12,,,,,,,,,,,,,,,,,
    1047, 555.150726,  0.1091,  694917.44,  554.5309,  555,   0,  -5, 469, 308,15.0,,O12 ,,C,28,H,27,,,O,12,,,,,,,,,,,,,,,,,
    1048, 583.181984,  0.0337,  632287.25,  582.5309,  583,   0,  -5, 469, 308,15.0,,O12 ,,C,30,H,31,,,O,12,,,,,,,,,,,,,,,,,
    1049, 597.197632,  0.0190,  646878.49,  596.5309,  597,   0,  -5, 469, 308,15.0,,O12 ,,C,31,H,33,,,O,12,,,,,,,,,,,,,,,,,
    1050, 507.150738,  0.1086,  769273.81,  506.5845,  507,   0, -11, 415, 309,11.0,,O12 ,,C,24,H,27,,,O,12,,,,,,,,,,,,,,,,,
    1051, 533.093620,  0.0178,  738213.35,  532.4984,  533,   0, -14,-498, 310,14.0,,O14 ,,C,24,H,21,,,O,14,,,,,,,,,,,,,,,,,
    1052, 547.109232,  0.0249,  718151.67,  546.4984,  547,   0, -14,-498, 310,14.0,,O14 ,,C,25,H,23,,,O,14,,,,,,,,,,,,,,,,,
    1053, 561.124884,  0.0284,  690708.28,  560.4984,  561,   0, -14,-498, 310,14.0,,O14 ,,C,26,H,25,,,O,14,,,,,,,,,,,,,,,,,
    1054, 575.140525,  0.0429,  670395.43,  574.4984,  575,   0, -14,-498, 310,14.0,,O14 ,,C,27,H,27,,,O,14,,,,,,,,,,,,,,,,,
    1055, 589.156200,  0.0712,  638586.07,  588.4984,  589,   0, -14,-498, 310,14.0,,O14 ,,C,28,H,29,,,O,14,,,,,,,,,,,,,,,,,
    1056, 603.171820,  0.1080,  638935.26,  602.4984,  603,   0, -14,-498, 310,14.0,,O14 ,,C,29,H,31,,,O,14,,,,,,,,,,,,,,,,,
    1057, 631.203099,  0.0216,  563031.09,  630.4984,  631,   0, -14,-498, 310,14.0,,O14 ,,C,31,H,35,,,O,14,,,,,,,,,,,,,,,,,
    1058, 645.218809,  0.0146,  558133.81,  644.4985,  645,   0, -14,-498, 310,14.0,,O14 ,,C,32,H,37,,,O,14,,,,,,,,,,,,,,,,,
    1059, 255.087384,  0.1077, 1511738.11,  254.8026,  255,   0, -11, 197, 311, 5.0,,O6 ,,C,12,H,15,,,O,6,,,,,,,,,,,,,,,,,
    1060, 444.887420,  0.1076,  935214.01,  444.3907,  445,   0,  -4,-391, 312, 0.0,,,No Hit
    1061, 431.077209,  0.1070,  911752.10,  430.5959,  431,   0,  -3, 404, 313,17.0,,O8 ,,C,24,H,15,,,O,8,,,,,,,,,,,,,,,,,
    1062, 459.108459,  0.0296,  846219.08,  458.5959,  459,   0,  -3, 404, 313,17.0,,O8 ,,C,26,H,19,,,O,8,,,,,,,,,,,,,,,,,
    1063, 473.124157,  0.0377,  870211.97,  472.5959,  473,   0,  -3, 404, 313,17.0,,O8 ,,C,27,H,21,,,O,8,,,,,,,,,,,,,,,,,
    1064, 487.139799,  0.0383,  824254.45,  486.5959,  487,   0,  -3, 404, 313,17.0,,O8 ,,C,28,H,23,,,O,8,,,,,,,,,,,,,,,,,
    1065, 497.108869,  0.1065,  789188.55,  496.5539,  497,   0,  -7, 446, 314,15.0,,O11 ,,C,25,H,21,,,O,11,,,,,,,,,,,,,,,,,
    1066, 470.873417,  0.1064,  890845.17,  470.3477,  471,   0,  -6,-348, 315, 0.0,,,No Hit
    1067, 551.155813,  0.1061,  708790.23,  550.5405,  551,   0,  -9, 460, 316,16.0,,O11 ,,C,29,H,27,,,O,11,,,,,,,,,,,,,,,,,
    1068, 647.215141,  0.1059,  558948.91,  646.4926,  647,   0, -12,-493, 317, 5.0,,N2 O19 ,,C,23,H,39,N,2,O,19,,,,,,,,,,,,,,,,,
    1069, 565.119808,  0.0151,  711488.73,  564.4889,  565,   0, -10,-489, 318,13.0,,O15 ,,C,25,H,25,,,O,15,,,,,,,,,,,,,,,,,
    1070, 579.135456,  0.0231,  616350.27,  578.4889,  579,   0, -10,-489, 318,13.0,,O15 ,,C,26,H,27,,,O,15,,,,,,,,,,,,,,,,,
    1071, 593.151123,  0.0388,  667887.37,  592.4889,  593,   0, -10,-489, 318,13.0,,O15 ,,C,27,H,29,,,O,15,,,,,,,,,,,,,,,,,
    1072, 607.166754,  0.0673,  638055.21,  606.4889,  607,   0, -10,-489, 318,13.0,,O15 ,,C,28,H,31,,,O,15,,,,,,,,,,,,,,,,,
    1073, 621.182391,  0.1052,  617697.65,  620.4889,  621,   0, -10,-489, 318,13.0,,O15 ,,C,29,H,33,,,O,15,,,,,,,,,,,,,,,,,
    1074, 649.213625,  0.0180,  581812.35,  648.4888,  649,   0, -10,-489, 318,13.0,,O15 ,,C,31,H,37,,,O,15,,,,,,,,,,,,,,,,,
    1075, 663.229409,  0.0132,  583509.18,  662.4889,  663,   0, -10,-489, 318,13.0,,O15 ,,C,32,H,39,,,O,15,,,,,,,,,,,,,,,,,
    1076, 447.114372,  0.0839,  878691.42,  446.6152,  447,   0,  -1, 385, 319, 7.0,,O13 ,,C,18,H,23,,,O,13,,,,,,,,,,,,,,,,,
    1077, 461.130030,  0.0733,  844484.11,  460.6152,  461,   0,  -1, 385, 319, 7.0,,O13 ,,C,19,H,25,,,O,13,,,,,,,,,,,,,,,,,
    1078, 475.145661,  0.0767,  811031.43,  474.6152,  475,   0,  -1, 385, 319, 7.0,,O13 ,,C,20,H,27,,,O,13,,,,,,,,,,,,,,,,,
    1079, 489.161305,  0.0783,  795435.67,  488.6152,  489,   0,  -1, 385, 319, 7.0,,O13 ,,C,21,H,29,,,O,13,,,,,,,,,,,,,,,,,
    1080, 503.176963,  0.1049,  788634.90,  502.6152,  503,   0,  -1, 385, 319, 7.0,,O13 ,,C,22,H,31,,,O,13,,,,,,,,,,,,,,,,,
    1081, 461.051387,  0.0299,  845708.93,  460.5366,  461,   0,  -1, 463, 320,18.0,,O10 ,,C,24,H,13,,,O,10,,,,,,,,,,,,,,,,,
    1082, 475.067035,  0.0787,  843598.99,  474.5366,  475,   0,  -1, 463, 320,18.0,,O10 ,,C,25,H,15,,,O,10,,,,,,,,,,,,,,,,,
    1083, 489.082657,  0.0395,  781059.36,  488.5366,  489,   0,  -1, 463, 320,18.0,,O10 ,,C,26,H,17,,,O,10,,,,,,,,,,,,,,,,,
    1084, 503.098317,  0.0431,  773993.96,  502.5366,  503,   0,  -1, 463, 320,18.0,,O10 ,,C,27,H,19,,,O,10,,,,,,,,,,,,,,,,,
    1085, 517.113957,  0.0809,  734356.87,  516.5366,  517,   0,  -1, 463, 320,18.0,,O10 ,,C,28,H,21,,,O,10,,,,,,,,,,,,,,,,,
    1086, 531.129593,  0.1048,  715609.75,  530.5366,  531,   0,  -1, 463, 320,18.0,,O10 ,,C,29,H,23,,,O,10,,,,,,,,,,,,,,,,,
    1087, 559.160885,  0.0232,  677075.11,  558.5366,  559,   0,  -1, 463, 320,18.0,,O10 ,,C,31,H,27,,,O,10,,,,,,,,,,,,,,,,,
    1088, 573.176507,  0.0188,  742222.90,  572.5366,  573,   0,  -1, 463, 320,18.0,,O10 ,,C,32,H,29,,,O,10,,,,,,,,,,,,,,,,,
    1089, 547.168646,  0.1047,  696367.51,  546.5578,  547,   0, -13, 442, 321, 0.0,,,No Hit
    1090, 407.098340,  0.1035,  989413.96,  406.6438,  407,   0, -13, 356, 322,10.0,,O10 ,,C,19,H,19,,,O,10,,,,,,,,,,,,,,,,,
    1091, 503.061873,  0.0198,  766911.97,  502.5002,  503,   0,  -1, 500, 323,19.0,,O11 ,,C,26,H,15,,,O,11,,,,,,,,,,,,,,,,,
    1092, 517.077557,  0.0252,  759902.84,  516.5003,  517,   0,  -1, 500, 323,19.0,,O11 ,,C,27,H,17,,,O,11,,,,,,,,,,,,,,,,,
    1093, 531.093195,  0.0339,  690578.57,  530.5003,  531,   0,  -1, 500, 323,19.0,,O11 ,,C,28,H,19,,,O,11,,,,,,,,,,,,,,,,,
    1094, 545.108851,  0.0904,  708632.89,  544.5003,  545,   0,  -1, 500, 323,19.0,,O11 ,,C,29,H,21,,,O,11,,,,,,,,,,,,,,,,,
    1095, 559.124509,  0.1019,  699832.43,  558.5003,  559,   0,  -1, 500, 323,19.0,,O11 ,,C,30,H,23,,,O,11,,,,,,,,,,,,,,,,,
    1096, 587.155784,  0.0366,  658847.45,  586.5003,  587,   0,  -1, 500, 323,19.0,,O11 ,,C,32,H,27,,,O,11,,,,,,,,,,,,,,,,,
    1097, 601.171423,  0.0314,  597543.23,  600.5002,  601,   0,  -1, 500, 323,19.0,,O11 ,,C,33,H,29,,,O,11,,,,,,,,,,,,,,,,,
    1098, 615.187060,  0.0185,  620445.23,  614.5002,  615,   0,  -1, 500, 323,19.0,,O11 ,,C,34,H,31,,,O,11,,,,,,,,,,,,,,,,,
    1099, 510.879142,  0.1018,  820566.96,  510.3088,  511,   0,  -8,-309, 324, 8.0,,O23 S1 ,,C,9,H,3,,,O,23,S,1,,,,,,,,,,,,,,,
    1100, 364.948921,  0.1012, 1146635.71,  364.5415,  365,   0, -13, 459, 325, 3.0,,O13 S2 ,,C,7,H,9,,,O,13,S,2,,,,,,,,,,,,,,,
    1101, 577.119787,  0.0150,  605351.20,  576.4755,  577,   0, -12,-475, 326,14.0,,O15 ,,C,26,H,25,,,O,15,,,,,,,,,,,,,,,,,
    1102, 591.135469,  0.0235,  600481.48,  590.4755,  591,   0, -12,-475, 326,14.0,,O15 ,,C,27,H,27,,,O,15,,,,,,,,,,,,,,,,,
    1103, 605.151127,  0.0555,  662078.09,  604.4755,  605,   0, -12,-476, 326,14.0,,O15 ,,C,28,H,29,,,O,15,,,,,,,,,,,,,,,,,
    1104, 619.166730,  0.1012,  586805.91,  618.4755,  619,   0, -12,-475, 326,14.0,,O15 ,,C,29,H,31,,,O,15,,,,,,,,,,,,,,,,,
    1105, 647.198000,  0.0295,  614603.43,  646.4754,  647,   0, -12,-475, 326,14.0,,O15 ,,C,31,H,35,,,O,15,,,,,,,,,,,,,,,,,
    1106, 661.213742,  0.0225,  564478.61,  660.4755,  661,   0, -12,-476, 326,14.0,,O15 ,,C,32,H,37,,,O,15,,,,,,,,,,,,,,,,,
    1107, 675.229346,  0.0146,  522826.38,  674.4755,  675,   0, -12,-475, 326,14.0,,O15 ,,C,33,H,39,,,O,15,,,,,,,,,,,,,,,,,
    1108, 523.109253,  0.0297,  713596.25,  522.5252,  523,   0,  -9, 475, 327,12.0,,O14 ,,C,23,H,23,,,O,14,,,,,,,,,,,,,,,,,
    1109, 537.124886,  0.0985,  686716.23,  536.5252,  537,   0,  -9, 475, 327,12.0,,O14 ,,C,24,H,25,,,O,14,,,,,,,,,,,,,,,,,
    1110, 551.140571,  0.0434,  693947.79,  550.5252,  551,   0,  -9, 475, 327,12.0,,O14 ,,C,25,H,27,,,O,14,,,,,,,,,,,,,,,,,
    1111, 565.156178,  0.0566,  667528.40,  564.5252,  565,   0,  -9, 475, 327,12.0,,O14 ,,C,26,H,29,,,O,14,,,,,,,,,,,,,,,,,
    1112, 579.171824,  0.0785,  643269.31,  578.5252,  579,   0,  -9, 475, 327,12.0,,O14 ,,C,27,H,31,,,O,14,,,,,,,,,,,,,,,,,
    1113, 593.187469,  0.1003,  642070.58,  592.5252,  593,   0,  -9, 475, 327,12.0,,O14 ,,C,28,H,33,,,O,14,,,,,,,,,,,,,,,,,
    1114, 621.218738,  0.0177,  469585.27,  620.5252,  621,   0,  -9, 475, 327,12.0,,O14 ,,C,30,H,37,,,O,14,,,,,,,,,,,,,,,,,
    1115, 343.124557,  0.1003, 1169591.89,  342.7415,  343,   0,  -7, 259, 328, 1.0,,O11 ,,C,12,H,23,,,O,11,,,,,,,,,,,,,,,,,
    1116, 384.935188,  0.0983, 1087222.47,  384.5054,  385,   0,  -7, 495, 329, 0.0,,,No Hit
    1117, 545.093570,  0.0149,  762447.02,  544.4850,  545,   0,  -2,-485, 330,15.0,,O14 ,,C,25,H,21,,,O,14,,,,,,,,,,,,,,,,,
    1118, 559.109229,  0.0215,  723691.05,  558.4850,  559,   0,  -2,-485, 330,15.0,,O14 ,,C,26,H,23,,,O,14,,,,,,,,,,,,,,,,,
    1119, 573.124900,  0.0316,  673410.04,  572.4850,  573,   0,  -2,-485, 330,15.0,,O14 ,,C,27,H,25,,,O,14,,,,,,,,,,,,,,,,,
    1120, 587.140535,  0.0506,  640386.09,  586.4850,  587,   0,  -2,-485, 330,15.0,,O14 ,,C,28,H,27,,,O,14,,,,,,,,,,,,,,,,,
    1121, 601.156180,  0.0982,  625917.59,  600.4850,  601,   0,  -2,-485, 330,15.0,,O14 ,,C,29,H,29,,,O,14,,,,,,,,,,,,,,,,,
    1122, 629.187517,  0.0338,  564235.12,  628.4851,  629,   0,  -2,-485, 330,15.0,,O14 ,,C,31,H,33,,,O,14,,,,,,,,,,,,,,,,,
    1123, 643.203106,  0.0211,  591634.43,  642.4850,  643,   0,  -2,-485, 330,15.0,,O14 ,,C,32,H,35,,,O,14,,,,,,,,,,,,,,,,,
    1124, 657.218701,  0.0197,  559218.00,  656.4849,  657,   0,  -2,-485, 330,15.0,,O14 ,,C,33,H,37,,,O,14,,,,,,,,,,,,,,,,,
    1125, 629.193341,  0.0979,  621726.75,  628.4909,  629,   0,  -2,-491, 331, 6.0,,O19 ,,C,24,H,37,,,O,19,,,,,,,,,,,,,,,,,
    1126, 515.083069,  0.0347,  721604.78,  514.5080,  515,   0,  -3, 492, 332,15.0,,O13 ,,C,24,H,19,,,O,13,,,,,,,,,,,,,,,,,
    1127, 529.098683,  0.0392,  732071.47,  528.5080,  529,   0,  -3, 492, 332,15.0,,O13 ,,C,25,H,21,,,O,13,,,,,,,,,,,,,,,,,
    1128, 543.114321,  0.0439,  705547.86,  542.5080,  543,   0,  -3, 492, 332,15.0,,O13 ,,C,26,H,23,,,O,13,,,,,,,,,,,,,,,,,
    1129, 557.130000,  0.0539,  715885.29,  556.5080,  557,   0,  -3, 492, 332,15.0,,O13 ,,C,27,H,25,,,O,13,,,,,,,,,,,,,,,,,
    1130, 571.145631,  0.0978,  673241.14,  570.5080,  571,   0,  -3, 492, 332,15.0,,O13 ,,C,28,H,27,,,O,13,,,,,,,,,,,,,,,,,
    1131, 599.176865,  0.0373,  583548.06,  598.5079,  599,   0,  -3, 492, 332,15.0,,O13 ,,C,30,H,31,,,O,13,,,,,,,,,,,,,,,,,
    1132, 613.192552,  0.0260,  632902.14,  612.5080,  613,   0,  -3, 492, 332,15.0,,O13 ,,C,31,H,33,,,O,13,,,,,,,,,,,,,,,,,
    1133, 627.208225,  0.0187,  626075.00,  626.5080,  627,   0,  -3, 492, 332,15.0,,O13 ,,C,32,H,35,,,O,13,,,,,,,,,,,,,,,,,
    1134, 462.882730,  0.0977,  899855.04,  462.3659,  463,   0, -14,-366, 333, 0.0,,,No Hit
    1135, 534.868218,  0.0976,  751533.72,  534.2711,  535,   0, -12,-271, 334, 0.0,,,No Hit
    1136, 521.093706,  0.0153,  719573.18,  520.5119,  521,   0, -11, 488, 335,13.0,,O14 ,*, C,23,H,21,,,O,14,,,,,,,,,,,,,,,,,
    1137, 535.109257,  0.0306,  678498.66,  534.5118,  535,   0, -11, 488, 335,13.0,,O14 ,*, C,24,H,23,,,O,14,,,,,,,,,,,,,,,,,
    1138, 549.124911,  0.0305,  616270.71,  548.5118,  549,   0, -11, 488, 335,13.0,,O14 ,*, C,25,H,25,,,O,14,,,,,,,,,,,,,,,,,
    1139, 563.140523,  0.0453,  675679.53,  562.5118,  563,   0, -11, 488, 335,13.0,,O14 ,*, C,26,H,27,,,O,14,,,,,,,,,,,,,,,,,
    1140, 577.156170,  0.0553,  669770.16,  576.5118,  577,   0, -11, 488, 335,13.0,,O14 ,*, C,27,H,29,,,O,14,,,,,,,,,,,,,,,,,
