There were 3241 Peaks found from m/z=   137.59    to m/z=  1101.74.
NEGATIVE ION MODE
Noise threshold: 0.010337        Peak threshold: 0.014767

Calibration parameters: A = 144217942.213457 , B = -319661632.416391 and Trap Plate Voltage = -1.000000
Center of Mass for the Assigned Window is   471.5064

 There were ,1028 odd peaks, and ,2213 even peaks

Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula
      83, 248.080028,  2.4578, 1610963.39,  247.8030,  248,   1,  -4, 197,  35, 0.0,,,No Hit
      84, 372.101715,  0.2641, 1050198.38,  371.6862,  372,   1,  -6, 314,  36, 0.0,,,No Hit
      85, 386.117350,  2.3394, 1050801.40,  385.6862,  386,   1,  -6, 314,  36, 0.0,,,No Hit
      86, 288.080594,  2.3003, 1472751.44,  287.7589,  288,   1,  -6, 241,  37, 0.0,,,No Hit
      87, 484.299642,  0.2630,  840095.92,  483.7589,  484,   1,  -6, 241,  37, 0.0,,,No Hit
      88, 532.160019,  1.8740,  741904.66,  531.5658,  532,   1, -14, 434,  38, 4.0,,O17 13C1 ,*,C,18,H,31,,,O,17,,,,,13C,1, ,,,,,,,,,,
      89, 546.175674,  2.0192,  735937.44,  545.5658,  546,   1, -14, 434,  38, 4.0,,O17 13C1 ,*,C,19,H,33,,,O,17,,,,,13C,1, ,,,,,,,,,,
      90, 742.394949,  0.2169,  573549.27,  741.5660,  742,   1, -14, 434,  38, 4.0,,O17 13C1 ,*,C,33,H,61,,,O,17,,,,,13C,1, ,,,,,,,,,,
      91, 770.426203,  0.2040,  573588.70,  769.5660,  770,   1, -14, 434,  38, 4.0,,O17 13C1 ,*,C,35,H,65,,,O,17,,,,,13C,1, ,,,,,,,,,,
      92, 566.157420,  1.9712,  711202.48,  565.5253,  566,   1,  -8, 475,  39, 3.0,,N1 O19 ,,C,18,H,32,N,1,O,19,,,,,,,,,,,,,,,,,
      93, 846.281517,  1.9570,  528057.88,  845.3366,  846,   1,  -9,-337,  40, 0.0,,,No Hit
      94, 612.186263,  1.8833,  671733.31,  611.5027,  612,   1,  -4, 497,  41, 0.0,,,No Hit
      95, 432.122831,  1.8245,  963375.90,  431.6403,  432,   1,  -2, 360,  42, 0.0,,,No Hit
      96, 386.093990,  1.8023, 1048220.73,  385.6629,  386,   1,  -6, 337,  43, 3.0,,N1 O13 ,,C,12,H,20,N,1,O,13,,,,,,,,,,,,,,,,,
      97, 988.766747,  0.1484,  344400.65,  987.6627,  988,   1,  -6, 337,  43, 3.0,,N1 O13 ,,C,55,H,106,N,1,O,13,,,,,,,,,,,,,,,,,
      98, 574.170599,  0.4051,  695233.89,  573.5295,  574,   1, -14, 470,  44, 5.0,,O18 13C1 ,*,C,20,H,33,,,O,18,,,,,13C,1, ,,,,,,,,,,
      99, 588.186288,  0.1749,  750030.13,  587.5295,  588,   1, -14, 470,  44, 5.0,,O18 13C1 ,*,C,21,H,35,,,O,18,,,,,13C,1, ,,,,,,,,,,
     100, 602.201914,  1.7868,  690225.31,  601.5295,  602,   1, -14, 470,  44, 5.0,,O18 13C1 ,*,C,22,H,37,,,O,18,,,,,13C,1, ,,,,,,,,,,
     101, 754.234031,  0.4189,  589142.79,  753.3919,  754,   1,  -3,-392,  45, 5.0,,O24 13C1 ,*,C,26,H,45,,,O,24,,,,,13C,1, ,,,,,,,,,,
     102, 768.249734,  0.1709,  632052.09,  767.3919,  768,   1,  -3,-392,  45, 5.0,,O24 13C1 ,*,C,27,H,47,,,O,24,,,,,13C,1, ,,,,,,,,,,
     103, 782.265415,  1.6867,  583245.10,  781.3920,  782,   1,  -3,-392,  45, 5.0,,O24 13C1 ,*,C,28,H,49,,,O,24,,,,,13C,1, ,,,,,,,,,,
     104, 540.141785,  1.6831,  751860.14,  539.5387,  540,   1,  -6, 461,  46, 2.0,,N1 O19 ,,C,16,H,30,N,1,O,19,,,,,,,,,,,,,,,,,
     105, 548.170197,  1.6325,  731886.43,  547.5581,  548,   1, -12, 442,  47, 0.0,,,No Hit
     106, 496.138870,  1.6198,  779514.71,  495.5849,  496,   1,  -8, 415,  48, 6.0,,O15 13C1 ,,C,18,H,27,,,O,15,,,,,13C,1, ,,,,,,,,,,
     107, 538.185842,  0.2375,  767345.67,  537.5849,  538,   1,  -8, 415,  48, 6.0,,O15 13C1 ,,C,21,H,33,,,O,15,,,,,13C,1, ,,,,,,,,,,
     108, 706.373802,  0.4591,  617895.67,  705.5851,  706,   1,  -8, 415,  48, 6.0,,O15 13C1 ,,C,33,H,57,,,O,15,,,,,13C,1, ,,,,,,,,,,
     109, 734.405109,  0.4551,  596541.17,  733.5851,  734,   1,  -8, 415,  48, 6.0,,O15 13C1 ,,C,35,H,61,,,O,15,,,,,13C,1, ,,,,,,,,,,
     110, 358.107182,  1.6019, 1151538.52,  357.7073,  358,   1,  -6, 293,  49, 0.0,,,No Hit
     111, 510.154563,  1.5889,  805489.23,  509.5849,  510,   1,  -8, 415,  50, 0.0,,,No Hit
     112, 418.128314,  1.5839,  981915.42,  417.6615,  418,   1,  -2, 339,  51, 0.0,,,No Hit
     113, 292.075509,  0.5249, 1475496.76,  291.7494,  292,   1,  -2, 251,  52, 4.0,,O9 13C1 ,,C,10,H,15,,,O,9,,,,,13C,1, ,,,,,,,,,,
     114, 306.091157,  1.5678, 1379447.76,  305.7494,  306,   1,  -2, 251,  52, 4.0,,O9 13C1 ,,C,11,H,17,,,O,9,,,,,13C,1, ,,,,,,,,,,
     115, 516.325937,  0.3167,  766857.42,  515.7494,  516,   1,  -2, 251,  52, 4.0,,O9 13C1 ,,C,26,H,47,,,O,9,,,,,13C,1, ,,,,,,,,,,
     116, 544.357139,  0.3623,  715313.12,  543.7493,  544,   1,  -2, 251,  52, 4.0,,O9 13C1 ,,C,28,H,51,,,O,9,,,,,13C,1, ,,,,,,,,,,
     117, 616.181133,  0.2194,  645128.18,  615.4931,  616,   1,  -1,-493,  53, 0.0,,,No Hit
     118, 630.196838,  1.5582,  661909.41,  629.4932,  630,   1,  -1,-493,  53, 0.0,,,No Hit
     119, 810.260338,  1.5048,  566158.51,  809.3556,  810,   1,  -3,-356,  54, 0.0,,,No Hit
     120, 514.283315,  1.4401,  241168.73,  513.7091,  514,   1,  -4, 291,  55, 0.0,,,No Hit
     121, 874.276475,  1.2714,  509095.57,  873.3003,  874,   1,  -9,-300,  56, 9.0,,N3 O22 S1 ,,C,33,H,52,N,3,O,22,S,1,,,,,,,,,,,,,,,
     122, 888.292150,  1.4196,  509800.16,  887.3003,  888,   1,  -9,-300,  56, 9.0,,N3 O22 S1 ,,C,34,H,54,N,3,O,22,S,1,,,,,,,,,,,,,,,
     123, 440.079651,  1.3846,  935972.60,  439.5883,  440,   1,  -8, 412,  57, 0.0,,,No Hit
     124, 990.323885,  1.3766,  445925.47,  989.2181,  990,   1,  -5,-218,  58,37.0,,N3 O12 ,*,C,59,H,48,N,3,O,12,,,,,,,,,,,,,,,,,
     125, 318.070021,  0.2735, 1284252.79,  317.7149,  318,   1,  -4, 285,  59, 0.0,,,No Hit
     126, 332.085668,  1.3065, 1254075.21,  331.7149,  332,   1,  -4, 285,  59, 0.0,,,No Hit
     127, 350.072865,  1.2779, 1188778.92,  349.6820,  350,   1, -14, 318,  60, 5.0,,N1 O11 ,,C,12,H,16,N,1,O,11,,,,,,,,,,,,,,,,,
     128, 298.156346,  0.2278, 1366397.87,  297.8234,  298,   1, -10, 177,  61, 4.0,,O3 S1 13C1 ,,C,15,H,25,,,O,3,S,1,,,13C,1, ,,,,,,,,,,
     129, 312.171994,  0.8449, 1325174.74,  311.8234,  312,   1, -10, 177,  61, 4.0,,O3 S1 13C1 ,,C,16,H,27,,,O,3,S,1,,,13C,1, ,,,,,,,,,,
     130, 326.187641,  1.2190, 1281970.88,  325.8234,  326,   1, -10, 177,  61, 4.0,,O3 S1 13C1 ,,C,17,H,29,,,O,3,S,1,,,13C,1, ,,,,,,,,,,
     131, 464.330258,  1.2176,  292127.43,  463.8118,  464,   1, -12, 188,  62, 0.0,,,No Hit
     132, 398.233658,  1.1852, 1024282.19,  397.7890,  398,   1,  -8, 211,  63, 9.0,,N1 O4 ,,C,24,H,32,N,1,O,4,,,,,,,,,,,,,,,,,
     133, 400.096619,  0.2751, 1064973.91,  399.6499,  400,   1,  -6, 350,  64, 0.0,,,No Hit
     134, 414.112273,  1.1539,  978097.85,  413.6499,  414,   1,  -6, 350,  64, 0.0,,,No Hit
     135, 792.249768,  1.1124,  568088.86,  791.3652,  792,   1,  -7,-365,  65, 0.0,,,No Hit
     136, 252.059468,  1.1075, 1633415.59,  251.7780,  252,   1, -14, 222,  66, 0.0,,,No Hit
     137, 642.177181,  1.0894,  614598.88,  641.4602,  642,   1,  -3,-460,  67,25.0,,N1 O9 ,*,C,38,H,28,N,1,O,9,,,,,,,,,,,,,,,,,
     138, 180.059489,  1.0825, 2258204.78,  179.8584,  180,   1,  -2, 142,  68, 0.0,,,No Hit
     139, 238.064951,  0.3140, 1711930.10,  237.7991,  238,   1, -14, 201,  69, 2.0,,O8 13C1 ,,C,7,H,13,,,O,8,,,,,13C,1, ,,,,,,,,,,
     140, 252.080598,  0.2613, 1724059.92,  251.7991,  252,   1, -14, 201,  69, 2.0,,O8 13C1 ,,C,8,H,15,,,O,8,,,,,13C,1, ,,,,,,,,,,
     141, 434.284042,  0.5532,  952616.53,  433.7991,  434,   1, -14, 201,  69, 2.0,,O8 13C1 ,,C,21,H,41,,,O,8,,,,,13C,1, ,,,,,,,,,,
     142, 462.315344,  1.0755,  877523.21,  461.7991,  462,   1, -14, 201,  69, 2.0,,O8 13C1 ,,C,23,H,45,,,O,8,,,,,13C,1, ,,,,,,,,,,
     143, 360.078383,  1.0735, 1137344.83,  359.6763,  360,   1,  -4, 324,  70, 2.0,,N1 O13 ,,C,10,H,18,N,1,O,13,,,,,,,,,,,,,,,,,
     144, 416.140948,  0.2970,  960073.27,  415.6763,  416,   1,  -4, 324,  70, 2.0,,N1 O13 ,,C,14,H,26,N,1,O,13,,,,,,,,,,,,,,,,,
     145, 774.239196,  1.0648,  584946.12,  773.3747,  774,   1, -11,-375,  71, 0.0,,,No Hit
     146, 694.212919,  1.0036,  613006.71,  693.4378,  694,   1,  -7,-438,  72, 0.0,,,No Hit
     147, 708.228590,  1.0308,  607589.35,  707.4378,  708,   1,  -7,-438,  72, 0.0,,,No Hit
     148,1008.334575,  1.0244,  435664.50, 1007.2087, 1008,   1,  -1,-209,  73,36.0,,N3 O13 ,*,C,59,H,50,N,3,O,13,,,,,,,,,,,,,,,,,
     149, 714.198385,  1.0142,  587118.03,  713.4009,  714,   1,  -1,-401,  74,26.0,,N1 O11 ,*,C,41,H,32,N,1,O,11,,,,,,,,,,,,,,,,,
     150, 594.175677,  1.0042,  699528.17,  593.5122,  594,   1,  -8, 488,  75, 0.0,,,No Hit
     151, 804.230127,  1.0017,  541067.26,  803.3322,  804,   1,  -9,-332,  76,26.0,,N1 O14 ,*,C,44,H,38,N,1,O,14,,,,,,,,,,,,,,,,,
     152, 516.280190,  0.9900,  735300.47,  515.7037,  516,   1,  -2, 296,  77, 5.0,,N1 O7 34S1 ,#,C,26,H,44,N,1,O,7,,,,,,,34S,1, ,,,,,,,,
     153, 658.191768,  0.9815,  649469.15,  657.4569,  658,   1,  -1,-457,  78, 0.0,,,No Hit
     154, 552.145437,  0.9801,  704432.86,  551.5289,  552,   1,  -8, 471,  79,25.0,,N1 O6 ,*,C,35,H,22,N,1,O,6,,,,,,,,,,,,,,,,,
     155, 368.106788,  0.9723, 1111928.84,  367.6958,  368,   1, -10, 304,  80, 0.0,,,No Hit
     156, 916.376226,  0.9690,  358214.33,  915.3530,  916,   1,  -9,-353,  81,21.0,,N1 O16 ,*,C,49,H,58,N,1,O,16,,,,,,,,,,,,,,,,,
     157, 520.160016,  0.9685,  782672.10,  519.5792,  520,   1, -12, 421,  82, 0.0,,,No Hit
     158, 672.207425,  0.9640,  629292.41,  671.4569,  672,   1,  -1,-457,  83, 0.0,,,No Hit
     159, 342.070009,  0.9554, 1216277.51,  341.6881,  342,   1,  -8, 312,  84, 0.0,,,No Hit
     160, 514.281091,  0.9513,  769468.39,  513.7069,  514,   1,  -4, 293,  85,10.0,,N1 O7 ,*,C,29,H,40,N,1,O,7,,,,,,,,,,,,,,,,,
     161, 266.151257,  0.9476, 1569576.82,  265.8541,  266,   1, -14, 146,  86, 0.0,,,No Hit
