generation_formed,score,smiles_str
2,2.2157128225778,C(CO)(C(CO)(CC(CO)=O)O)=O
2,2.193876768997754,C(C(CO)C(C=O)O)(CC=O)=O
2,2.193876768997754,C(CC(C=O)O)(C(C=O)CO)=O
2,2.193876768997754,C(C(CO)(CC(CC=O)=O)O)=O
2,2.17416716141149,C(CC(C(C(C=O)CO)=O)O)=O
2,2.17416716141149,C(C(CO)C(C(CC=O)=O)O)=O
2,2.17416716141149,C(C(CO)(CC=O)O)(CC=O)=O
1,2.172360166511382,C1(C(C(O)OCC(C1)O)O)=O
2,2.167868587723817,C(C(C(CCO)=O)O)=O
2,2.154441902018036,C(C(C(CO)(CO)O)O)(CCO)=O
2,2.154441902018036,C(CO)(C(CO)C(CO)(CO)O)=O
2,2.154441902018036,C(CO)(C(C(CO)(CCO)O)O)=O
2,2.150513157783892,C(C(CO)(C(C(C=O)O)O)O)=O
2,2.149938486120548,C(C(CO)(CC(CO)=O)O)=O
